SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,amazon_sales_badge,sales_value,tier,confidence_score,flags,reasons,ean_exact_match,title_similarity,shared_tokens,prob_estimate,sup_pack,amz_pack,pack_bucket,SupplierURL,AmazonURL,fba_seller_count,Category
BACOFOIL EASY CUT KITCHEN FOIL REFILL 15M,Baco Easycut Foil Refill 15 m (Pack of 4),5023139270705.0,5023139270705.0,B0062KERWE,2.952,15.54,4.489999999999999,149.16943521594683,50.0,50.0,50,TIER_1_B_AUDIT_OUT,100,BRAND_MISMATCH,"Exact GTIN/EAN match with valid checksum,Posterior match probability=0.999,Char TF-IDF cosine=0.460,Word TF-IDF cosine=0.235,Shared tokens=2,Measurement closeness=1.000,EAN match, pack visible on one side only (ONLY_AMZ)",true,0.7,2,0.9992,,4,ONLY_AMZ,https://www.efghousewares.co.uk/baco-easy-cut-kitchen-foil-refill-15m-sp-,https://www.amazon.co.uk/dp/B0062KERWE,Available (see Keepa data),Other
KINGFISHER FOIL 9 DISH & LID  KCF1,"Kingfisher Foil Food Container and Lid, Silver, Medium, Pack of 9",5013478557827.0,5013478557827.0,B01M02ORHX,1.032,8.19,2.085,147.8723404255319,,,0,TIER_1_B_AUDIT_OUT,100,,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.477,Word TF-IDF cosine=0.290,Shared tokens=4,EAN match, pack visible on one side only (ONLY_AMZ)",true,0.538,4,1,,9,ONLY_AMZ,https://www.efghousewares.co.uk/kingfisher-foil-9-dish-lid-kcf1-3850,https://www.amazon.co.uk/dp/B01M02ORHX,,Other
MASON CASH MIXING BOWL IN THE FOREST BEAR 24CM,"Mason Cash in The Forest Bear Mixing Bowl 2 Litre | 24cm Cane S24 Stoneware Bowl for Bread, Cake, Cookie, Pastry & Pudding Mixes, Embossed Woodland Design",5010853244235.0,,B0777L3RS7,6.432,24.0,8.68,146.86971235194585,,,0,TIER_2_LIKELY,100,AMAZON_EAN_MISSING,"Supplier GTIN present, Amazon GTIN missing,Posterior match probability=1.000,Char TF-IDF cosine=0.573,Word TF-IDF cosine=0.510,Shared tokens=7,Measurement closeness=1.000",false,0.354,7,0.9999,,,NEITHER,https://www.efghousewares.co.uk/mason-cash-mixing-bowl-in-the-forest-bear-24cm-118290,https://www.amazon.co.uk/dp/B0777L3RS7,,Other
STATUS 4W B/C ROUND COOL WHITE FILAMENT LED LIGHT BULB SINGLE,Status 4w = 40w = 470 lumens Filament LED - Round - BC - Clear - Cool White Light - 1 pk Box - in White CDU,5022822207912.0,,B0FRBBKDBM,1.344,9.1,2.365833333333333,141.66666666666663,,,0,TIER_2_LIKELY,100,AMAZON_EAN_MISSING,"Supplier GTIN present, Amazon GTIN missing,Posterior match probability=1.000,Char TF-IDF cosine=0.612,Word TF-IDF cosine=0.369,Shared tokens=8,Measurement closeness=1.000",false,0.476,8,1,,1,ONLY_AMZ,https://www.efghousewares.co.uk/status-4w-b/c-round-cool-white-filament-led-light-bulb-single-106538,https://www.amazon.co.uk/dp/B0FRBBKDBM,,Other
BLACKSPUR POLY DUST SHEET HEAVY DUTY 4M X 5M,Blackspur Polythene Dust Sheet 4m x 5m x 0.0075mm (128g) Clear Recyclable 1 Sheet,5017403092506.0,5017403092506.0,B07RVN969Y,1.008,6.99,1.865,134.1726618705036,,,0,TIER_1_A_VERIFIED,100,,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.561,Word TF-IDF cosine=0.635,Shared tokens=5,Measurement closeness=1.000,EAN match, no pack markers in either title (assumed single-unit)",true,0.537,5,1,,,NEITHER,https://www.efghousewares.co.uk/blackspur-dust-sheet-up-,https://www.amazon.co.uk/dp/B07RVN969Y,,Other
STATUS 11W E/S GLS A70 COOL WHITE FILAMENT LED LIGHT BULB SINGLE,"Status Filament LED GLS Bulb, 11W Cool White 4000K Clear Glass Screw Cap Lighting for Home or Office Use, Pack of 10 (11SFGCE27C1B10)",5022822222151.0,,B0C1MVK972,2.76,12.82,3.820833333333335,134.06432748538018,,,0,TIER_2_LIKELY,100,AMAZON_EAN_MISSING,"Supplier GTIN present, Amazon GTIN missing,Posterior match probability=1.000,Char TF-IDF cosine=0.483,Word TF-IDF cosine=0.249,Shared tokens=8,Measurement closeness=1.000",false,0.332,8,1,,10,ONLY_AMZ,https://www.efghousewares.co.uk/status-11w-e/s-gls-a70-cool-white-filament-led-light-bulb-single-106534,https://www.amazon.co.uk/dp/B0C1MVK972,,Other
PAN AROMA GEL AIR FRESHENER,GEL FRESH AIR FRESHENER,5053249009308.0,5053249009308.0,B075FWC62K,1.08,7.99,1.9183333333333343,132.2988505747127,,,0,TIER_1_A_VERIFIED,100,BRAND_MISMATCH,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.722,Word TF-IDF cosine=0.382,Shared tokens=3,EAN match, no pack markers in either title (assumed single-unit)",true,0.68,3,1,,,NEITHER,https://www.efghousewares.co.uk/pan-aroma-gel-air-freshener,https://www.amazon.co.uk/dp/B075FWC62K,,Other
BEAUTY FOAM HAIR ROLLERS PACK OF 6,36pcs 2.5cm Colorful Soft Sponge Hair Roller Foam Hair Styling Curler Sleeping Hair DIY Curling Tool - By Beauty Care,5014749165628.0,5014749165628.0,B01MS8RPRE,1.008,7.91,1.8029166666666672,129.70623501199043,,,0,TIER_1_B_AUDIT_OUT,100,BRAND_MISMATCH,"Exact GTIN/EAN match with valid checksum,Posterior match probability=0.999,Char TF-IDF cosine=0.407,Word TF-IDF cosine=0.301,Shared tokens=3,Pack-count difference detected,EAN match but pack differs (sup=6, amz=36) — audit NetProfit",true,0.278,3,0.9989,6,36,BOTH_DIFFERENT,https://www.efghousewares.co.uk/beauty-foam-hair-rollers-6pk,https://www.amazon.co.uk/dp/B01MS8RPRE,,Other
MARKSMAN 3PCE PAINT BRUSH SET,"MARKSMAN Pack of 3 Piece Paint Brush Set Painting Decoration DIY 1"" 1.5"" 2""",5038673641515.0,5038673641515.0,B088F47LCB,1.008,7.89,1.78875,128.68705035971223,,,0,TIER_1_B_AUDIT_OUT,100,,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.551,Word TF-IDF cosine=0.477,Shared tokens=3,EAN match, pack visible on one side only (ONLY_AMZ)",true,0.574,3,0.9996,,3,ONLY_AMZ,https://www.efghousewares.co.uk/marksman-3pce-paint-brush-set,https://www.amazon.co.uk/dp/B088F47LCB,,Other
KINGFISHER PLASTIC TABLECLOTHS WHITE 2PK,Kingfisher KCTC1 Disposable Plastic Table Covers 120 x 120cm White Pack Of 2,5013478110213.0,5013478110213.0,B000XJJG8U,0.852,6.63,1.5350000000000004,121.82539682539688,,,0,TIER_1_A_VERIFIED,100,,"Exact GTIN/EAN match with valid checksum,Posterior match probability=0.999,Char TF-IDF cosine=0.441,Word TF-IDF cosine=0.133,Shared tokens=3,EAN match + pack sizes equal",true,0.603,3,0.9994,2,2,BOTH_EQUAL,https://www.efghousewares.co.uk/kingfisher-plastic-tablecloths-white-2pk,https://www.amazon.co.uk/dp/B000XJJG8U,,Other
AMTECH THERMAL WORK GLOVES LARGE,"Amtech N2376 Thermal Work Gloves Large (Size 9), Certified Quality for Heavy Duty Tasks, Hi-Vis Yellow",5032759049455.0,5032759049455.0,B07QRP7V6V,1.896,8.52,2.59,121.5962441314554,,,0,TIER_1_A_VERIFIED,100,,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.515,Word TF-IDF cosine=0.542,Shared tokens=5,EAN match, no pack markers in either title (assumed single-unit)",true,0.492,5,1,,,NEITHER,https://www.efghousewares.co.uk/amtech-thermal-work-gloves-large,https://www.amazon.co.uk/dp/B07QRP7V6V,,Other
STATUS 4W B/C CANDLE DAY LIGHT FILAMENT LED LIGHT BULB SINGLE,Status 4w = 40w = 470 lumens - Filament LED - Candle - BC - Clear - Day Light - 1 pk Box - in White CDU,5022822207240.0,,B0FR9TQC5W,1.344,8.62,2.025833333333333,121.30738522954088,,,0,TIER_2_LIKELY,100,AMAZON_EAN_MISSING,"Supplier GTIN present, Amazon GTIN missing,Posterior match probability=1.000,Char TF-IDF cosine=0.542,Word TF-IDF cosine=0.353,Shared tokens=7,Measurement closeness=1.000",false,0.475,7,0.9999,,1,ONLY_AMZ,https://www.efghousewares.co.uk/status-4w-b/c-candle-day-light-filament-led-light-bulb-single-106547,https://www.amazon.co.uk/dp/B0FR9TQC5W,,Other
KINGFISHER LINERS 1IB LOAF TIN,Kingfisher Catering 15 Non-Stick Loaf Cake Tin Cases,5013478121417.0,5013478121417.0,B0084E8EQQ,0.852,7.99,1.528333333333334,121.29629629629636,,,0,TIER_1_A_VERIFIED,100,,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.556,Word TF-IDF cosine=0.305,Shared tokens=3,EAN match, no pack markers in either title (assumed single-unit)",true,0.61,3,0.9996,,,NEITHER,https://www.efghousewares.co.uk/kingfisher-liners-1ib-loaf-tin-05-12,https://www.amazon.co.uk/dp/B0084E8EQQ,,Other
PPS MICRO 6 ROUND CONTAINER+LIDS 300ML,8Pk 360Ml Plastic Round Food Containers & Lids,5030481930331.0,5030481930331.0,B077Z12DT2,0.744,7.65,1.4050000000000014,120.08547008547022,,,0,TIER_1_B_AUDIT_OUT,100,BRAND_MISMATCH,"Exact GTIN/EAN match with valid checksum,Posterior match probability=0.995,Char TF-IDF cosine=0.405,Word TF-IDF cosine=0.105,Shared tokens=2,Measurement closeness=0.833,EAN match, pack visible on one side only (ONLY_AMZ)",true,0.61,2,0.9951,,8,ONLY_AMZ,https://www.efghousewares.co.uk/pps-micro-6-round-container-lids-300ml,https://www.amazon.co.uk/dp/B077Z12DT2,,Other
PAUL RUSSELLS 6 FOOT BATTEN 60W 6500K DAYLIGHT,"paul russells 6ft LED Batten, Ceiling Fitting Tube Light, 6500K Daylight, 60W, 6600 Lumens, Light for Office, Bathroom, Kitchen, Garage, Warehouse Fluorescent Lighting Replacement, 1 Pack",5056560114652.0,,B0CKTX8GDT,11.964,35.99,12.562916666666668,119.4193599493029,,,0,TIER_2_LIKELY,100,AMAZON_EAN_MISSING,"Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.999,Char TF-IDF cosine=0.502,Word TF-IDF cosine=0.305,Shared tokens=6,Measurement closeness=1.000",false,0.35,6,0.9995,,1,ONLY_AMZ,https://www.efghousewares.co.uk/paul-russells-6-foot-batten-60w-6500k-daylight-121757,https://www.amazon.co.uk/dp/B0CKTX8GDT,,Other
SAAO EPOXY PUTTY MULTI-USE,SAAO Waterproof Epoxy Putty Stick for Metals Ceramics Pipework Sealer Filler,5055319529426.0,5055319529426.0,B08XPT693H,1.14,7.97,1.7354166666666664,115.69444444444444,,,0,TIER_1_A_VERIFIED,100,,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.427,Word TF-IDF cosine=0.561,Shared tokens=3,EAN match, no pack markers in either title (assumed single-unit)",true,0.412,3,0.9999,,,NEITHER,https://www.efghousewares.co.uk/saao-epoxy-putty-multi-use-111562,https://www.amazon.co.uk/dp/B08XPT693H,,Other
STATUS FILAMENT 40W CANDLE BULB SBC W/W,4.5w = 40w = 470 lumens - Status - Filament LED - Candle - SBC - Clear - Warm White - 1 pk Box - in White CDU,5022822195363.0,,B01NCOOE9H,1.08,7.69,1.5870833333333343,109.4540229885058,,,0,TIER_3_NEEDS_REVIEW,100,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.999,Char TF-IDF cosine=0.520,Word TF-IDF cosine=0.335,Shared tokens=5,Measurement closeness=1.000,Demoted T2→T3: brand mismatch on non-EAN match",false,0.431,5,0.9991,,1,ONLY_AMZ,https://www.efghousewares.co.uk/status-filament-40w-candle-bulb-sbc-w/w-104696,https://www.amazon.co.uk/dp/B01NCOOE9H,,Other
STATUS LED CANDLE BC PA PEARL W/WHT 1PK BOX,Status 7.5w = 60w = 806 lumens LED - Candle - B22 - PA - Pearl - Warm White - 1 pk Box - in White CDU,5022822203150.0,,B07MFYKC2L,1.884,9.6,2.27,107.07547169811318,,,0,TIER_2_LIKELY,100,AMAZON_EAN_MISSING,"Supplier GTIN present, Amazon GTIN missing,Posterior match probability=1.000,Char TF-IDF cosine=0.439,Word TF-IDF cosine=0.243,Shared tokens=6",false,0.6,6,0.9998,1,1,BOTH_EQUAL,https://www.efghousewares.co.uk/status-led-candle-bc-pa-pearl-w-wht-1pk-box,https://www.amazon.co.uk/dp/B07MFYKC2L,,Other
PAN AROMA CANDLE TALL WILD BERRIES  EACH,Pan Aroma Scented Candle - Wild Berries - fragrance fragranced scent smell smelly,5053249217604.0,5053249217604.0,B07HKGYM9Q,1.08,7.49,1.4916666666666674,102.87356321839086,,,0,TIER_1_A_VERIFIED,100,,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.393,Word TF-IDF cosine=0.370,Shared tokens=5,EAN match, no pack markers in either title (assumed single-unit)",true,0.567,5,1,,,NEITHER,https://www.efghousewares.co.uk/pan-aroma-candle-tall-wild-berries-each,https://www.amazon.co.uk/dp/B07HKGYM9Q,,Other
PAN AROMA DIFFUSER DOME 50ML VANILLA & COCO,Pan Aroma Dome Reed Diffuser Vanilla Coconut,5053249217390.0,5053249217390.0,B07BVDY3LT,1.344,6.78,1.7000000000000004,101.79640718562877,,,0,TIER_1_A_VERIFIED,100,,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.798,Word TF-IDF cosine=0.469,Shared tokens=5,EAN match, no pack markers in either title (assumed single-unit)",true,0.729,5,1,,,NEITHER,https://www.efghousewares.co.uk/pan-aroma-diffuser-dome-50ml-vanilla-coco,https://www.amazon.co.uk/dp/B07BVDY3LT,,Other
STATUS DIMMABLE LED RND SES PEARL W/W5.5W 40W,Status 5.5w = 40w = 470 lumens Dimmable LED - Round - E14 - PA - Pearl - Warm White - 1 pk Box - in White CDU,5022822195721.0,,B07BJZWGSP,2.148,9.98,2.319166666666668,99.10968660968666,,,0,TIER_2_LIKELY,100,AMAZON_EAN_MISSING,"Supplier GTIN present, Amazon GTIN missing,Posterior match probability=1.000,Char TF-IDF cosine=0.539,Word TF-IDF cosine=0.347,Shared tokens=6,Measurement closeness=1.000",false,0.493,6,0.9999,,1,ONLY_AMZ,https://www.efghousewares.co.uk/status-dimmable-led-rnd-ses-pearl-w-w5-5w-40w,https://www.amazon.co.uk/dp/B07BJZWGSP,,Other
MASON CASH PUDDING BASIN WHITE 20CM,"Mason Cash Original White Earthenware All-Purpose Pudding Basin, 20 cm",5012133014248.0,,B0000BVFTF,3.432,12.98,3.3741666666666674,98.94916911045944,,,0,TIER_2_LIKELY,100,AMAZON_EAN_MISSING,"Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.999,Char TF-IDF cosine=0.539,Word TF-IDF cosine=0.413,Shared tokens=5,Measurement closeness=1.000",false,0.558,5,0.999,,,NEITHER,https://www.efghousewares.co.uk/mason-cash-pudding-basin-white-20cm-118281,https://www.amazon.co.uk/dp/B0000BVFTF,,Other
PASABAHCE AURORA ROUND GLASS PLATE,"Pasabahce 10499 L Aurora Glass Plate, 31.5 cm, Round",8693357269064.0,,B018VTFDVC,4.188000000000001,16.82,3.976666666666668,98.43234323432344,,,0,TIER_2_LIKELY,100,AMAZON_EAN_MISSING,"Supplier GTIN present, Amazon GTIN missing,Posterior match probability=1.000,Char TF-IDF cosine=0.861,Word TF-IDF cosine=0.761,Shared tokens=5",false,0.667,5,0.9997,,,NEITHER,https://www.efghousewares.co.uk/pasabahce-aurora-round-glass-plate-105526,https://www.amazon.co.uk/dp/B018VTFDVC,Available (see Keepa data),Other
MASON CASH MIXING BOWL IN THE MEADOW DAFFODIL 21CM,"Mason Cash in The Meadow Size 30 Mixing Bowl 21cm | 1.1 Litre Floral Embossed Earthenware Bowl for Baking, Prep & Serving | Dishwasher Safe",5010853281667.0,,B0BTJ6TGC7,4.776,15.99,4.386250000000001,96.82671081677708,50.0,50.0,50,TIER_2_LIKELY,100,AMAZON_EAN_MISSING,"Supplier GTIN present, Amazon GTIN missing,Posterior match probability=1.000,Char TF-IDF cosine=0.541,Word TF-IDF cosine=0.553,Shared tokens=6,Measurement closeness=1.000",false,0.352,6,0.9999,,,NEITHER,https://www.efghousewares.co.uk/mason-cash-mixing-bowl-in-the-meadow-daffodil-21cm-118428,https://www.amazon.co.uk/dp/B0BTJ6TGC7,,Other
GLAMORIZE HAIR DYE MEN DARK BROWN EACH,Pro-Dye for Men (3 Pack) (Dark Brown (Shade 5)),5055566901969.0,5055566901969.0,B07B4GW86Q,1.14,8.01,1.375,91.66666666666666,,,0,TIER_1_B_AUDIT_OUT,100,BRAND_MISMATCH,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.403,Word TF-IDF cosine=0.369,Shared tokens=4,EAN match, pack visible on one side only (ONLY_AMZ)",true,0.532,4,0.9999,,3,ONLY_AMZ,https://www.efghousewares.co.uk/glamorize-hair-dye-men-dark-brown-each,https://www.amazon.co.uk/dp/B07B4GW86Q,,Other
PAN AROMA CANDLE COLOUR GLASS PURE COTTON,Pan Aroma Scented Candle - Fluffy Towels - Fragrance fragranced Scent Smell Smelly,5053249217543.0,5053249217543.0,B07HK9GWCY,1.08,7.25,1.3216666666666663,91.1494252873563,,,0,TIER_1_A_VERIFIED,100,,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.159,Word TF-IDF cosine=0.125,Shared tokens=3,EAN match, no pack markers in either title (assumed single-unit)",true,0.423,3,0.9997,,,NEITHER,https://www.efghousewares.co.uk/pan-aroma-candle-tall-fluffy-towel-each,https://www.amazon.co.uk/dp/B07HK9GWCY,,Other
MARKSMAN SCREWS WOOD ASS,165Pc Wood Screws Assortment,5038673620022.0,5038673620022.0,B007JVRCO0,1.14,6.75,1.3550000000000004,90.33333333333336,,,0,TIER_1_B_AUDIT_OUT,100,BRAND_MISMATCH,"Exact GTIN/EAN match with valid checksum,Posterior match probability=0.995,Char TF-IDF cosine=0.433,Word TF-IDF cosine=0.262,Shared tokens=2,EAN match, pack visible on one side only (ONLY_AMZ)",true,0.423,2,0.9954,,165,ONLY_AMZ,https://www.efghousewares.co.uk/marksman-screws-wood-ass-14-9,https://www.amazon.co.uk/dp/B007JVRCO0,,Other
KINGFISHER PAPER PLATES 7INCH 30PCS,"Kingfisher Paper Disposable Plates, White, 7-Inch, Pack of 35",5013478558022.0,5013478558022.0,B000XJBUL6,0.744,5.97,1.034999999999999,88.46153846153838,,,0,TIER_1_B_AUDIT_OUT,100,,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.523,Word TF-IDF cosine=0.286,Shared tokens=3,Pack-count difference detected,EAN match but pack differs (sup=30, amz=35) — audit NetProfit",true,0.667,3,0.9999,30,35,BOTH_DIFFERENT,https://www.efghousewares.co.uk/kingfisher-30-plates-7inch-07-12,https://www.amazon.co.uk/dp/B000XJBUL6,,Other
KINGFISHER DEHUMIDIFIER INTERIOR REFILL,Kingfisher Home Interior Refill Pouch For Dehumidifier (Pack of 2),5013478158208.0,5013478158208.0,B08G55P58B,1.344,8.19,1.445,86.52694610778443,,,0,TIER_1_B_AUDIT_OUT,100,,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.861,Word TF-IDF cosine=0.504,Shared tokens=4,EAN match, pack visible on one side only (ONLY_AMZ)",true,0.544,4,1,,2,ONLY_AMZ,https://www.efghousewares.co.uk/kingfisher-dehumidifier-interior-refill-3-10,https://www.amazon.co.uk/dp/B08G55P58B,,Other
BIN LINER SCENTED SWING 20 BAG PK5,Kingfisher 50l Scented Swing Bin Liners Assorted Fragrances (5 x 40 Bags),5013478115492.0,5013478115492.0,B093HJRZXC,3.492,12.5,2.984166666666668,86.24759152215803,,,0,TIER_1_B_AUDIT_OUT,100,BRAND_MISMATCH,"Exact GTIN/EAN match with valid checksum,Posterior match probability=0.999,Char TF-IDF cosine=0.498,Word TF-IDF cosine=0.311,Shared tokens=3,EAN match, pack visible on one side only (ONLY_SUP)",true,0.476,3,0.9994,5,,ONLY_SUP,https://www.efghousewares.co.uk/bin-liner-scented-swing-20-bag-pk5,https://www.amazon.co.uk/dp/B093HJRZXC,,Other
AMTECH DELTA SAND SHEET SET10PC (P120 GRIT,"Amtech V4030 P120 Grit Hook and Loop Delta Sheets 10 Piece Set, 140mm x 140mm x 100mm Triangle Sanding Paper, 240 V, Clear, 140 x 140 x 100mm",5032759048434.0,5032759048434.0,B07BBZRXSF,1.476,6.99,1.465,82.30337078651687,,,0,TIER_1_A_VERIFIED,100,,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.345,Word TF-IDF cosine=0.179,Shared tokens=4,EAN match + pack sizes equal",true,0.202,4,0.9999,10,10,BOTH_EQUAL,https://www.efghousewares.co.uk/amtech-delta-sand-sheet-set10pc-p120-grit,https://www.amazon.co.uk/dp/B07BBZRXSF,,Other
JCB LED BULB WARM WHITE GU10 3W/35W,"JCB 3w = 35w / 5w = 50w LED GU10 100deg 3000k (Warm) / 6500k (Daylight) (3w (35w), 3000k (Warm White))",5050028108269.0,,B071DVFWNM,0.876,6.64,1.013333333333333,79.16666666666664,,,0,TIER_2_LIKELY,100,AMAZON_EAN_MISSING,"Supplier GTIN present, Amazon GTIN missing,Posterior match probability=1.000,Char TF-IDF cosine=0.597,Word TF-IDF cosine=0.444,Shared tokens=7,Measurement closeness=1.000",false,0.356,7,1,,,NEITHER,https://www.efghousewares.co.uk/jcb-led-bulb-warm-white-gu10-3w-35w,https://www.amazon.co.uk/dp/B071DVFWNM,,Other
TIDZY PEDAL BIN LINE FRAGRA 30 BAGS TIE HANDLES,Tidyz 30 x Scented Bin Liners with Tie Handles (15 Litre),5025364001697.0,5025364001697.0,B0B253S1RS,0.744,6.29,0.9216666666666672,78.77492877492881,,,0,TIER_1_A_VERIFIED,100,BRAND_MISMATCH,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.417,Word TF-IDF cosine=0.403,Shared tokens=4,EAN match, no pack markers in either title (assumed single-unit)",true,0.569,4,0.9999,,,NEITHER,https://www.efghousewares.co.uk/pedal-tie-handles-fragra-30-bags-106236,https://www.amazon.co.uk/dp/B0B253S1RS,,Other
AMTECH HOOK JUMBO ALUMINIUM,Amtech S4315 Jumbo Aluminium Hook,5032759024735.0,5032759024735.0,B005E6YSB2,1.728,7.44,1.5100000000000005,75.87939698492464,,,0,TIER_1_A_VERIFIED,100,,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.888,Word TF-IDF cosine=0.851,Shared tokens=4,EAN match, no pack markers in either title (assumed single-unit)",true,0.767,4,1,,,NEITHER,https://www.efghousewares.co.uk/amtech-hook-jumbo-aluminium,https://www.amazon.co.uk/dp/B005E6YSB2,,Other
AMTECH DRAIN CLEANER,15 FT FLAT STEEL COIL DRAIN CLEANER,5032759005833.0,5032759005833.0,B004OKEVYS,1.344,6.59,1.2616666666666665,75.54890219560878,,,0,TIER_1_A_VERIFIED,100,BRAND_MISMATCH,"Exact GTIN/EAN match with valid checksum,Posterior match probability=0.998,Char TF-IDF cosine=0.607,Word TF-IDF cosine=0.512,Shared tokens=2,EAN match, no pack markers in either title (assumed single-unit)",true,0.655,2,0.998,,,NEITHER,https://www.efghousewares.co.uk/amtech-drain-cleaner,https://www.amazon.co.uk/dp/B004OKEVYS,,Other
151 PAINT SPRAY 400ML METALLIC SILVER,3 x 400ml 151 Multi Purpose Spray Paint Aerosol Wood Metal Brick Metallic Silver,5053249219745.0,,B07CCLYFJ2,2.352,10.71,1.8750000000000016,74.70119521912358,100.0,100.0,100,TIER_3_NEEDS_REVIEW,100,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=1.000,Char TF-IDF cosine=0.711,Word TF-IDF cosine=0.354,Shared tokens=6,Measurement closeness=1.000,Demoted T2→T3: brand mismatch on non-EAN match",false,0.479,6,0.9999,,,NEITHER,https://www.efghousewares.co.uk/151-paint-spray-400ml-metallic-silver-104074,https://www.amazon.co.uk/dp/B07CCLYFJ2,,Other
STATUS 5.5W SES ROUND DAY LIGHT FILAMENT LED LIGHT BULB SINGLE,Status 5.5w = 60w = 806 lumens Filament LED - Round - SES- Clear - Day Light - 1 pk Box - in White CDU,5022822223318.0,,B0FRNPYHPB,1.752,8.33,1.4804166666666674,73.65257048092873,,,0,TIER_2_LIKELY,100,AMAZON_EAN_MISSING,"Supplier GTIN present, Amazon GTIN missing,Posterior match probability=1.000,Char TF-IDF cosine=0.590,Word TF-IDF cosine=0.337,Shared tokens=9,Measurement closeness=1.000",false,0.5,9,1,,1,ONLY_AMZ,https://www.efghousewares.co.uk/status-5-5w-ses-round-day-light-filament-led-light-bulb-single-106558,https://www.amazon.co.uk/dp/B0FRNPYHPB,,Other
