SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,tier,confidence_score,flags,reasons,ean_exact_match,SupplierURL,AmazonURL,fba_seller_count,Category
BELLO PLASTIC 20 STRAWS,20 Reusable Multi Colour Drinking Straws 195x5mm Coloured Straw Polypropylene,5015302412081,5015302412081,B07RBFY4YQ,0.852,4.29,-0.63125,-50.09920635,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.28, shared=1)",TRUE,https://www.efghousewares.co.uk/bello-plastic-20-straws,https://www.amazon.co.uk/dp/B07RBFY4YQ,,Disposable Tableware
BLOC GLOVES DISPOSABLE 100PK,"Transparent Plastic Gloves, Pack of 100 - Disposable, Perfect for Small Household and DIY Jobs",5056170331340,5056170331340,B08ZBT65K9,1.008,2.95,-0.701666667,-50.47961631,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.37, shared=2)",TRUE,https://www.efghousewares.co.uk/bloc-gloves-disposable-100pk,https://www.amazon.co.uk/dp/B08ZBT65K9,,Diy   Tools
CATERWRAP CATERING CLING FILM PVC 300M X 30CM,Cling Film 300 mm x 300 m Cutter Box - Packaging May Vary,5023139320806,5023139320806,B000NLX39Q,5.508,7.95,-2.745,-53.40466926,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.44, shared=2)",TRUE,https://www.efghousewares.co.uk/caterwrap-catering-cling-film-300m-x30cm,https://www.amazon.co.uk/dp/B000NLX39Q,Available (see Keepa data),Disposable Tableware
HASP 3 IN WITH 25MM,"3"" Hasp with 25mm Brass Padlock",5056338358028,5056338358028,B09THBLV8X,1.008,2.96,-0.793333333,-57.07434053,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.57, shared=2)",TRUE,https://www.efghousewares.co.uk/hasp-3-in-with-25mm-118685,https://www.amazon.co.uk/dp/B09THBLV8X,,Diy   Tools
BLOC SUPER GLUE 3GRM PK3,"Yellow Liquid Super Glue, 3 Pack (3 grams) - Fast-Acting & Rapid Dry, Perfect for Small Household Repairs & Bonding Metal, Pottery, Wood, & More",5056170336406,5056170336406,B0BBPFGYP9,1.008,2.99,-0.808333333,-58.15347722,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.26, shared=2)",TRUE,https://www.efghousewares.co.uk/bloc-super-glue-3grm-pk3-108791,https://www.amazon.co.uk/dp/B0BBPFGYP9,Available (see Keepa data),Diy   Tools
MARKSMAN TAPE CLEAR WIDE 50M PK6,6Pcs Clear Packaging Tape 48mm x 50 mm,5038673720609,5038673720609,B07KRM4CR8,3.96,6.18,-2.26,-58.7012987,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.40, shared=2)",TRUE,https://www.efghousewares.co.uk/marksman-tape-clear-wide-50m-pk6,https://www.amazon.co.uk/dp/B07KRM4CR8,Available (see Keepa data),Diy   Tools
TIDYZ 10 GARDEN SACKS 50L,10 Heavy Duty Green Garden Refuse Sacks Bin Bags Ardale Tie Handle Fast Postage,5025364024832,5025364024832,B00DHFWKAI,0.6,4.1,-0.633333333,-60.31746032,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.33, shared=2)",TRUE,https://www.efghousewares.co.uk/tidyz-10-garden-sacks-50l-126171,https://www.amazon.co.uk/dp/B00DHFWKAI,Available (see Keepa data),Bin Bag Carrier Bag Paper Bag
PPS 3PLY 33CM 20 NAPKINS LIGHT BLUE,"20 LUXURY 3 PLY LIGHT BLUE PAPER NAPKINS - 33cm x 33cm Ideal for weddings, christenings, parties, bbq's etc",5030481991035,5030481991035,B00O2A4KJG,0.672,4.63,-0.671666667,-60.51051051,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.23, shared=4)",TRUE,https://www.efghousewares.co.uk/pps-3ply-33cm-20-napkins-light-blue,https://www.amazon.co.uk/dp/B00O2A4KJG,,Disposable Tableware
PPS 3PLY 33CM 20 NAPKINS BLACK,"20 LUXURY 3 PLY BLACK PAPER NAPKINS - 33cm x 33cm Ideal for weddings, christenings, parties, bbq's etc",5030481990908,5030481990908,B00O286ORE,0.672,4.63,-0.671666667,-60.51051051,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.30, shared=3)",TRUE,https://www.efghousewares.co.uk/pps-3ply-33cm-20-napkins-black,https://www.amazon.co.uk/dp/B00O286ORE,,Disposable Tableware
PPS 3PLY 33CM 20 NAPKINS GREEN,"20 LUXURY 3 PLY GREEN PAPER NAPKINS - 33cm x 33cm Ideal for weddings, christenings, parties, bbq's etc",5030481991097,5030481991097,B00O2AJ94C,0.672,4.63,-0.671666667,-60.51051051,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.31, shared=3)",TRUE,https://www.efghousewares.co.uk/pps-3ply-33cm-20-napkins-green,https://www.amazon.co.uk/dp/B00O2AJ94C,,Disposable Tableware
TIDYZ DOG BAG 100 PCS,300 poop bags,5025364003554,5025364003554,B00DIA434I,0.744,4.99,-0.801666667,-68.51851852,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.41, shared=0)",TRUE,https://www.efghousewares.co.uk/tidyz-dog-100-bag,https://www.amazon.co.uk/dp/B00DIA434I,,Bin Bag Carrier Bag Paper Bag
151 PAINT SPRAY 400ML RED,400ml 151 Multi Purpose Spray Paint Aerosol Wood Metal Brick - Red Gloss Finish,5053249215129,5053249215129,B08X195JDN,2.352,5.04,-1.72,-68.52589641,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.33, shared=5)",TRUE,https://www.efghousewares.co.uk/151-paint-spray-400ml-red-104081,https://www.amazon.co.uk/dp/B08X195JDN,,Diy   Tools
MARKSMAN RADIATOR KEY SET 2PC,Pack of 2 Radiator AIR Bleed Key Brass Vent Air Lock Key Plumbers Valve Key,5038673686011,5038673686011,B08KYHYJYZ,1.008,2.99,-0.988333333,-71.10311751,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.40, shared=2)",TRUE,https://www.efghousewares.co.uk/marksman-radiator-key-set-2pc,https://www.amazon.co.uk/dp/B08KYHYJYZ,,Diy   Tools
151 DECORATORS TOOLS DUST SHEET PACK OF 2,POLYTHENE DUST Sheets 2PK 12X9FT,5050375037175,5050375037175,B0036GM69I,1.344,3.15,-1.245,-74.5508982,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.49, shared=1)",TRUE,https://www.efghousewares.co.uk/151-heavy-duty-dust-sheet-4-6,https://www.amazon.co.uk/dp/B0036GM69I,Available (see Keepa data),Diy   Tools
MARKSMAN VOLTAGE TESTER,MAINS GS VOLTAGE TESTER SCREWDRIVER 200 - 250V,5038673680873,5038673680873,B004VF5VBS,1.008,2.99,-1.038333333,-74.70023981,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.53, shared=2)",TRUE,https://www.efghousewares.co.uk/marksman-voltage-tester,https://www.amazon.co.uk/dp/B004VF5VBS,,Diy   Tools
HOSE CLAMP SET 10PC,RYSONS Hose CLAMP Set 10 PC,5056239461094,5056239461094,B09V5KWL4X,1.008,3.89,-1.044583333,-75.1498801,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.83, shared=2)",TRUE,https://www.efghousewares.co.uk/hose-clamp-set-10pc,https://www.amazon.co.uk/dp/B09V5KWL4X,,Diy   Tools
AUTO EXTREME BLEEDING WHEELS 720ML,Bleeding Wheels Colour Changing Wheel Cleaner,5055319526364,5055319526364,B07GJJPX35,1.476,4.46,-1.383333333,-77.71535581,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.43, shared=2)",TRUE,https://www.efghousewares.co.uk/auto-extreme-bleeding-wheels-720ml-108832,https://www.amazon.co.uk/dp/B07GJJPX35,,Diy   Tools
MARKSMAN SAND PAPER WET/DRY,10Pc Sandpaper Wet & Dry,5038673680736,5038673680736,B0056AZGNU,1.008,4.04,-1.133333333,-81.53477218,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.69, shared=2)",TRUE,https://www.efghousewares.co.uk/marksman-sand-paper-wet-dry,https://www.amazon.co.uk/dp/B0056AZGNU,,Diy   Tools
PAINT FACTORY COLOUR IT PNK GLOSS SPRAY 250ML,250 ml all purpose pink gloss spray paint can ideal for interior and exterior,5055319571418,5055319571418,B0085JLNTK,1.476,4.34,-1.473333333,-82.77153558,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.34, shared=3)",TRUE,https://www.efghousewares.co.uk/paint-factory-colour-it-pnk-gloss-spray-250ml-111567,https://www.amazon.co.uk/dp/B0085JLNTK,,Diy   Tools
MARKSMAN VOLTAGE TESTER 2PC,2 PC PIECE MAINS VOLTAGE TEST TESTER,5038673680507,5038673680507,B004VF5UBE,1.008,3.7,-1.179166667,-84.83213429,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.57, shared=2)",TRUE,https://www.efghousewares.co.uk/marksman-voltage-tester-2pc,https://www.amazon.co.uk/dp/B004VF5UBE,,Diy   Tools
SUPERGLUE X6 DEBONDER X1,Super Glue & Debonder Set 1.8g - 6 + 1 Tubes,5050565467263,5050565467263,B08HVHTL9X,1.608,3.76,-1.636666667,-86.59611993,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.66, shared=1)",TRUE,https://www.efghousewares.co.uk/superglue-x6-debonder-x1-d00,https://www.amazon.co.uk/dp/B08HVHTL9X,,Diy   Tools
PAINT FACTORY COLOUR IT BLACK MATT 250ML,White Gloss Spray Paint Interior and Exterior 250 ml Can,5055319571302,5055319571302,B00CI3Y87S,1.476,4.52,-1.643333333,-92.32209738,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.38, shared=1)",TRUE,https://www.efghousewares.co.uk/paint-factory-colour-it-black-matt-250ml,https://www.amazon.co.uk/dp/B00CI3Y87S,,Diy   Tools
LONG BURN TEALIGHTS PK10,"White Wax Tea Light Candles in Aluminum Case, Pack of 10-7-Hour Burn Time, Unscented, Ideal for Candle Holders",5056283821820,5056283821820,B0BB8TX2QH,1.14,3.59,-1.388333333,-92.55555556,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.22, shared=1)",TRUE,https://www.efghousewares.co.uk/long-burn-tealights-pk10,https://www.amazon.co.uk/dp/B0BB8TX2QH,,Candles Air Fresheners Diffuse
NAIL CLIPPERS ASSORTED PK12,Stainless Steel Nail Cutter Toenails Fingernails Nail File Clipper Fingers Manicure Trimmer Tool,5060066941292,5060066941292,B01LWJUEHN,7.26,3.99,-6.18375,-93.69318182,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.26, shared=1)",TRUE,https://www.efghousewares.co.uk/nail-clippers-asstd-pk12,https://www.amazon.co.uk/dp/B01LWJUEHN,,Bathroom   Cosmetics   Beauty
PPS PLASTIC 2 TABLECLOTHS GREEN,Party & Paper Solutions 2 X GREEN PLASTIC TABLE COVERS - 137cm x 137cm wipeable table cloths,5030481943065,5030481943065,B00PSQ4TF8,0.744,3.5,-1.100833333,-94.08831909,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.40, shared=2)",TRUE,https://www.efghousewares.co.uk/pps-plastic-2-tablecloths-green,https://www.amazon.co.uk/dp/B00PSQ4TF8,,Disposable Tableware
SPORTS INFLATOR KIT 6PC,"DID Sports Inflator Kit | Multicolor Air Pump | Manual Operation | Includes: 1 x Schrader Valve Adaptor, 3 x Ball Needles",5056338356628,5056338356628,B08S3DQM8T,0.744,3.45,-1.13625,-97.11538462,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.32, shared=3)",TRUE,https://www.efghousewares.co.uk/sports-inflator-kit-6pc-108844,https://www.amazon.co.uk/dp/B08S3DQM8T,,Diy   Tools
BLOC WIRE BRUSHES SET 3,"Black Plastic Wire Brushes Set (3 Pieces) - Assorted Bristle Types & Head Lengths, Ideal for Removing Stubborn Dirt, Old Paint & Rust",5056170305709,5056170305709,B07FKQ8XJS,1.14,3.49,-1.461666667,-97.44444444,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.30, shared=2)",TRUE,https://www.efghousewares.co.uk/bloc-wire-brushes-set-3,https://www.amazon.co.uk/dp/B07FKQ8XJS,,Diy   Tools
SELF ADHESIVE DRAUGHT EXCLUDER 10M,Draught Excluder Door Window Draft Seal 1x Twin Pack White Self-Adhesive Foam Tape. Simple DIY Fix For Windows & Doors. Save Energy & Money L5m x W9mm,5025572079129,5025572079129,B00U2M5TV6,1.14,3.99,-1.48375,-98.91666667,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.21, shared=4)",TRUE,https://www.efghousewares.co.uk/draught-excluder-5m-twin-pack,https://www.amazon.co.uk/dp/B00U2M5TV6,,Diy   Tools
MARKSMAN FLORAL GARDEN GLOVES PK12,bstar Cotton Garden Gloves Flora Light Duty Summer Gardening Home Indoor Outdoor Works,5038673630250,5038673630250,B097F8WX1N,10.8,2.85,-10.075,-105.4973822,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.32, shared=2)",TRUE,https://www.efghousewares.co.uk/marksman-floral-garden-gloves-pk12-14-9,https://www.amazon.co.uk/dp/B097F8WX1N,,Diy   Tools
BAMBOO 5 CHOPSTICKS,5 Pair Bamboo Chopsticks Long Assorted colours Reusable Chinese Japanese,6923456793767,6923456793767,B01IM0J6AO,0.744,3.29,-1.249583333,-106.8019943,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.37, shared=2)",TRUE,https://www.efghousewares.co.uk/bamboo-5-chopsticks,https://www.amazon.co.uk/dp/B01IM0J6AO,,Disposable Tableware
PPS 5OZ PLASTIC WHITE BOWL 20 PCS,24 50oz white plastic bowls,5030481980756,5030481980756,B0091E0JQ6,0.672,2.7,-1.46,-131.5315315,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.60, shared=2)",TRUE,https://www.efghousewares.co.uk/pps-5oz-plastic-white-bowl-20-pcs,https://www.amazon.co.uk/dp/B0091E0JQ6,,Disposable Tableware
ROYAL MARKET PAPER PLATES 7INCH 100 PACK,Disposable Party Picnic Paper Plate 18cm 100/Pack - White,6416479002072,6416479002072,B000NP7PIM,2.196,3.5,-3.233333333,-135.8543417,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.61, shared=2)",TRUE,https://www.efghousewares.co.uk/royal-market-7inch-100-paper-plates,https://www.amazon.co.uk/dp/B000NP7PIM,,Disposable Tableware
WATERPROOF TILE GROUT PEN,"White Grout Pen, 6ml - Easy Application, Mould Resistant & Waterproof, Instantly Brightens Discoloured Grout, Single Piece",5056170305471,5056170305471,B07HNXP16N,1.008,2.9,-2.003333333,-144.1247002,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.34, shared=3)",TRUE,https://www.efghousewares.co.uk/grout-pen-108324,https://www.amazon.co.uk/dp/B07HNXP16N,,Diy   Tools
KINGFISHER FOIL 3 DISH & LIDS LARGE,Jumbo Lasagne Food Cooking Foil Trays With Lids (3 Pack),5013478157225,5013478157225,B01LWLMX5I,1.728,4.5,-2.93,-147.2361809,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.45, shared=2)",TRUE,https://www.efghousewares.co.uk/kingfisher-foil-3-dish-lids-large,https://www.amazon.co.uk/dp/B01LWLMX5I,,Disposable Tableware
SHOT GLASS SET PLASTIC 30ML 20 PIECES,PP Shot Glasses 3 cl Colours Pack of 20,8720573551618,8720573551618,B0F6CS56K7,0.672,1.5,-2.4575,-221.3963964,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.53, shared=1)",TRUE,https://www.efghousewares.co.uk/shot-glass-set-plastic-30ml-20-pieces-124318,https://www.amazon.co.uk/dp/B0F6CS56K7,,Disposable Tableware
