supplier_product_title,amazon_target_title,match_type,tier,ean_status,ean,ean_on_page,asin,sales_value,net_profit,roi,selling_price,supplier_price_ex_vat,supplier_price_inc_vat,fba_fee,referral_fee,fba_seller_count,fbm_seller_count,total_offer_count,bucket,inclusion_reason,rationale,confidence,validation_required,priority,match_similarity,match_verification_result,supplier_url,amazon_url
STATUS LED ROUND SES PA PEARL W/WHT 1PK BOX,Status 5w : 40w : 470 lumens LED - Round - E27 - PA - Pearl - Warm White - 1 pk Box - in White CDU (Pack of 2),Title,T2,Not matched,5022822193208.0,,B0GVVRG4G1,,6.1433333333333335,423.6781609195402,13.6,0.9,1.08,2.65,1.09,,,0.0,B,Strong profit margin (GBP6.14); Very high ROI (424%); Low FBA competition (0 sellers); Low source cost (GBP0.90) vs Amazon price (GBP13.60),Likely match with meaningful profit and supporting signals. Zero sales may reflect stale data or low visibility.,medium-high,Yes,HIGH,0.62,High title similarity (0.62) with category match,https://www.efghousewares.co.uk/status-led-round-ses-pa-pearl-w-wht-1pk-box,https://www.amazon.co.uk/dp/B0GVVRG4G1
PHOODS 2700CC PLASTIC RECT 5 CONTAINERS,"4 Pack 5 Litre Home Lidded Storage Boxes, Small Clear Plastic Organiser Container Box",Title,T3,Not matched,5060133000518.0,,B0DN9LXGG3,,6.121666666666669,157.7749140893471,19.55,3.33,3.996,3.36,2.93,Available (see Keepa data),,1.0,B,Strong profit margin (GBP6.12); Very high ROI (158%); Low FBA competition (0 sellers),Possible match but profit is attractive enough to warrant validation. Re-check recommended.,medium-low,Yes,HIGH,0.46,Moderate similarity (0.46) + category match,https://www.efghousewares.co.uk/phoods-2700cc-plastic-rect-5-containers,https://www.amazon.co.uk/dp/B0DN9LXGG3
PAN AROMA BURNER SET 6PC  LIME GINGER,"Pan Aroma 5 x Reed Diffusers - Sandalwood, Caramel, Lemongrass, Lime, Jasmine (Set of 5)",Title,T3,Not matched,5053249251943.0,5056291635150.0,B0B21JM91D,,6.081666666666669,280.2611367127497,14.99,1.62,1.944,3.04,1.2,,,2.0,B,Strong profit margin (GBP6.08); Very high ROI (280%); Low FBA competition (0 sellers); High-demand category (kitchen); Low source cost (GBP1.62) vs Amazon price (GBP14.99),Possible match but profit is attractive enough to warrant validation. Re-check recommended.,medium,Yes,HIGH,0.45,Moderate similarity (0.45) + brand match (PAN) + category match,https://www.efghousewares.co.uk/pan-aroma-burner-set-6pc-lime-ginger,https://www.amazon.co.uk/dp/B0B21JM91D
PAN AROMA CANDLE PRINTED GLASS FLORAL FRESH,"JMS we create smile (Pack of 2) Scented Candle Jar for Home, Fragranced Glass Jar Candle Aromatherapy Fragrance with Essential Oils -PAN Aroma Pattern Wrap Candles (Floral Fresh)",Title,T3,Not matched,5053249217642.0,,B0D8JD9BTJ,,6.0495833333333335,417.2126436781609,13.99,0.9,1.08,2.41,1.74875,,,,B,Strong profit margin (GBP6.05); Very high ROI (417%); Low FBA competition (0 sellers); High-demand category (kitchen/candles); Low source cost (GBP0.90) vs Amazon price (GBP13.99),Possible match but profit is attractive enough to warrant validation. Re-check recommended.,low,Yes,HIGH,0.28,Low similarity (0.28) but category match - re-check candidate,https://www.efghousewares.co.uk/pan-aroma-candle-rnd-orchard-each,https://www.amazon.co.uk/dp/B0D8JD9BTJ
PAN AROMA CANDLE COLOUR GLASS VANILLA BEAN,"(Pack of 2) Vanilla Scented Candle Jar for Home, Glass Jar Candle Aromatherapy Fragrance with Essential Oils -PAN Aroma- Pattern Wrap Candles (Vanilla Bean)",Title,T3,Not matched,5053249217581.0,,B0D8JDHLH7,,6.0495833333333335,417.2126436781609,13.99,0.9,1.08,2.41,1.74875,,Available (see Keepa data),1.0,B,Strong profit margin (GBP6.05); Very high ROI (417%); Low FBA competition (0 sellers); High-demand category (kitchen/candles); Low source cost (GBP0.90) vs Amazon price (GBP13.99),Possible match but profit is attractive enough to warrant validation. Re-check recommended.,low,Yes,HIGH,0.31,Low similarity (0.31) but category match - re-check candidate,https://www.efghousewares.co.uk/pan-aroma-candle-tall-vanilla-coconut-each,https://www.amazon.co.uk/dp/B0D8JDHLH7
HANDY HOMES HAMMER WITH CLAW,VVNTY 40th Birthday T-Shirts Men Awesome Since 1986 Shirts Mens Vintage 40th Birthday Gifts Tops,EAN,T1,Not matched,5055566903536.0,,B0G6Y4527R,,5.733333333333335,322.0973782771536,11.98,1.23,1.476,1.87,0.6,Available (see Keepa data),,1.0,B,Strong profit margin (GBP5.73); Very high ROI (322%); Low FBA competition (0 sellers); Low source cost (GBP1.23) vs Amazon price (GBP11.98),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.27,Exact EAN match (title sim=0.27),https://www.efghousewares.co.uk/handy-homes-hammer-with-claw-24-5,https://www.amazon.co.uk/dp/B0G6Y4527R
PAINT FACTORY COLOUR IT SPRAY GLOSS CRIMSON RED 400ML,"All Purpose Red Gloss Spray Paint, Gloss Finish, Suitable for Wood, Metal, Plastic, Glass Surface, Easy and Quick Spraying, for Interior and Exterior Usage, 250ML (4 Pcs)",Title,T3,Not matched,5055319517423.0,,B0CYX2ZMBK,,5.697916666666668,243.50071225071235,14.75,1.79,2.148,2.41,1.84375,,,,B,Strong profit margin (GBP5.70); Very high ROI (244%); Low FBA competition (0 sellers); Low source cost (GBP1.79) vs Amazon price (GBP14.75),Possible match but profit is attractive enough to warrant validation. Re-check recommended.,low,Yes,HIGH,0.27,Low similarity (0.27) but category match - re-check candidate,https://www.efghousewares.co.uk/paint-factory-colour-it-spray-gloss-crimson-red-400ml-111642,https://www.amazon.co.uk/dp/B0CYX2ZMBK
MARKSMAN SANDING SHEETS CIRCULAR 10PC P240,"S&R Sanding Discs Set Ø225mm - 10pcs Professional Abrasive Discs for Random Orbital Sanders, Commercial Quality (P240 Grit)",Title,T3,Not matched,5038673685908.0,4061349051302.0,B07HKYT5GR,,5.636666666666669,405.5155875299762,12.98,0.84,1.008,2.1,1.69,Available (see Keepa data),,1.0,B,Strong profit margin (GBP5.64); Very high ROI (406%); Low FBA competition (0 sellers); Low source cost (GBP0.84) vs Amazon price (GBP12.98),Possible match but profit is attractive enough to warrant validation. Re-check recommended.,low,Yes,HIGH,0.30,Low similarity (0.30) but category match - re-check candidate,https://www.efghousewares.co.uk/marksman-sanding-sheets-circular-10pc-p240,https://www.amazon.co.uk/dp/B07HKYT5GR
TRAVEL TOOTHBRUSHES 5PC,Health & Beauty Toothbrushes with Travel Cases 5 pc,Title,T3,Not matched,5056239471079.0,,B0CH1FX5W6,,5.542916666666668,398.7709832134293,13.19,0.84,1.008,2.41,1.64875,,,,B,Strong profit margin (GBP5.54); Very high ROI (399%); Low FBA competition (0 sellers); High-demand category (cleaning/bathroom); Low source cost (GBP0.84) vs Amazon price (GBP13.19),Possible match but profit is attractive enough to warrant validation. Re-check recommended.,medium-low,Yes,HIGH,0.53,Moderate similarity (0.53) + category match,https://www.efghousewares.co.uk/travel-toothbrushes-5pc,https://www.amazon.co.uk/dp/B0CH1FX5W6
151 SPRAY PAINT TO PLASTIC 400ML WHITE GLOSS,"White Matt Spray Paint, Aerosol Paint, Quick Drying, Ideal For Metal, Plastic, Wood, Interior & Exterior Use, Versatile,Excellent Coverage,250ml, (4PCS)",Title,T3,Not matched,5053249228624.0,,B0DJFPTNB6,,5.527916666666668,220.2357237715804,14.75,1.96,2.352,2.41,1.84375,,,,B,Strong profit margin (GBP5.53); Very high ROI (220%); Low FBA competition (0 sellers); Low source cost (GBP1.96) vs Amazon price (GBP14.75),Possible match but profit is attractive enough to warrant validation. Re-check recommended.,low,Yes,HIGH,0.32,Low similarity (0.32) but category match - re-check candidate,https://www.efghousewares.co.uk/151-spray-paint-to-plastic-400ml-white-gloss-104091,https://www.amazon.co.uk/dp/B0DJFPTNB6
EXPRESS DECANTER SQUARE 1160ML,Bormioli 1 Litre Cut Glass Square Glass Decanter Whisky Decanter,Title,T3,Not matched,6261686802553.0,,B002IT6X4I,,5.518333333333332,186.4301801801801,16.99,2.41,2.8920000000000003,3.05,2.63,Available (see Keepa data),Available (see Keepa data),3.0,B,Strong profit margin (GBP5.52); Very high ROI (186%); Low FBA competition (0 sellers),Possible match but profit is attractive enough to warrant validation. Re-check recommended.,medium-low,Yes,HIGH,0.36,Moderate similarity (0.36) + category match,https://www.efghousewares.co.uk/express-decanter-square-1160ml-124002,https://www.amazon.co.uk/dp/B002IT6X4I
MAXIFRESH GLASS AIRTIGHT FOOD STORAGE CONTAINER RECTANGULAR 1L,"NUTRIUPS 1L Airtight Glass Food Storage Containers with Lids, Rectangular Food Storage Set, BPA Free for Meal Prep, Travel, Freezer, Oven",Title,T3,Not matched,7422887602994.0,790885713446.0,B0D45G1FRT,,5.485000000000002,178.66449511400657,15.99,2.52,3.024,3.49,1.28,Available (see Keepa data),,3.0,B,Strong profit margin (GBP5.49); Very high ROI (179%); Low FBA competition (0 sellers),Possible match but profit is attractive enough to warrant validation. Re-check recommended.,medium-low,Yes,HIGH,0.52,Moderate similarity (0.52) + category match,https://www.efghousewares.co.uk/pyronex-vented-storage-jar-rect-1000ml-10-12,https://www.amazon.co.uk/dp/B0D45G1FRT
FLORAL DEHUMIDIFIER HANGING 180G MAGNOLIA,6x Perfect Scents Hanging Dehumidifier Scented - 180g (Fresh Linen),Title,T3,Not matched,5061031651512.0,,B0DH8KJWH2,,5.401250000000002,388.57913669064754,12.99,0.84,1.008,2.41,1.62375,,,,B,Strong profit margin (GBP5.40); Very high ROI (389%); Low FBA competition (0 sellers); Low source cost (GBP0.84) vs Amazon price (GBP12.99),Possible match but profit is attractive enough to warrant validation. Re-check recommended.,medium-low,Yes,HIGH,0.48,Moderate similarity (0.48) + category match,https://www.efghousewares.co.uk/floral-dehumidifier-hanging-180g-magnolia-118782,https://www.amazon.co.uk/dp/B0DH8KJWH2
MARKSMAN INSULATED SCREWDRIVER PHILLIPS 15CM,"11Pc Insulated Screwdriver Set - Soft Grip Handles, Flat Phillips with Case | DIY Professional Multi Purpose, Home & Workshop Use | Durable Carry Case",Title,T3,Not matched,5038673540740.0,5038673454139.0,B079ZW5KLP,,5.372916666666666,386.54076738609103,12.95,0.84,1.008,2.41,1.61875,,Available (see Keepa data),2.0,B,Strong profit margin (GBP5.37); Very high ROI (387%); Low FBA competition (0 sellers); Low source cost (GBP0.84) vs Amazon price (GBP12.95),Possible match but profit is attractive enough to warrant validation. Re-check recommended.,medium-low,Yes,HIGH,0.37,Moderate similarity (0.37) + category match,https://www.efghousewares.co.uk/marksman-insulated-screwdriver-phillips-15cm,https://www.amazon.co.uk/dp/B079ZW5KLP
JCB LED BULB WARM WHITE CANDLE BC 6W/40W,JCB 6w(40w) LED Candle Bulb BC B22 Warm White 3000K Pack of 10,Title,T2,Not matched,5050028108436.0,7625647982705.0,B07B126JKN,,5.3641666666666685,419.0755208333335,12.5,0.73,0.876,2.21,1.5625000000000002,,Available (see Keepa data),1.0,B,Strong profit margin (GBP5.36); Very high ROI (419%); Low FBA competition (0 sellers); High-demand category (candles); Low source cost (GBP0.73) vs Amazon price (GBP12.50),Likely match with meaningful profit and supporting signals. Zero sales may reflect stale data or low visibility.,medium-high,Yes,HIGH,0.55,High title similarity (0.55) with category match,https://www.efghousewares.co.uk/jcb-led-bulb-warm-white-candle-bc-6w-40w,https://www.amazon.co.uk/dp/B07B126JKN
ECO WISE PAPER CUPS 12OZ 25PCS,EcoWise 200 White Paper Cups - Single Wall White Paper Cups for Hot & Cold Drinks - 8 Oz Eco-Friendly Biodegradable Disposable Party Cups,EAN,T1,Confirmed,5060743590249.0,5060743590249.0,B087688BRD,,5.361250000000002,374.9125874125875,12.99,0.88,1.056,2.41,1.62375,,Available (see Keepa data),1.0,B,Strong profit margin (GBP5.36); Very high ROI (375%); Low FBA competition (0 sellers); High-demand category (kitchen); Low source cost (GBP0.88) vs Amazon price (GBP12.99),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.31,Exact EAN match (title sim=0.31),https://www.efghousewares.co.uk/eco-wise-paper-cups-plain-white-12oz-25pcs-112877,https://www.amazon.co.uk/dp/B087688BRD
MAXIFRESH GLASS AIRTIGHT FOOD STORAGE CONTAINER ROUND 635ML,"NUTRIUPS 1.6L Airtight Glass Food Storage Containers with Lids, Round Food Storage Set, BPA Free for Meal Prep, Travel, Freezer, Oven",Title,T3,Not matched,742288760312.0,790885713002.0,B0CZ449H1K,,5.198333333333334,227.0014556040757,13.99,1.74,2.088,3.05,1.12,Available (see Keepa data),,1.0,B,Strong profit margin (GBP5.20); Very high ROI (227%); Low FBA competition (0 sellers); Low source cost (GBP1.74) vs Amazon price (GBP13.99),Possible match but profit is attractive enough to warrant validation. Re-check recommended.,medium-low,Yes,HIGH,0.48,Moderate similarity (0.48) + category match,https://www.efghousewares.co.uk/pyronex-vented-storage-jar-round-635ml05-1-23,https://www.amazon.co.uk/dp/B0CZ449H1K
PPS PLASTIC 2 TABLECLOTHS LIGHT BLUE,"QIKSION 2 Pack Light Blue Plastic Tablecloth Disposable Circle Table Covers Sky Blue Table Cloths for Parties Bridal Shower Birthday Wedding, Fits 6 Foot Round Tables (84 Inch)",Title,T3,Not matched,50304811943101.0,,B0D3DYVLJ7,,5.188333333333334,443.4472934472936,12.43,0.62,0.744,3.08,0.92,,Available (see Keepa data),4.0,B,Strong profit margin (GBP5.19); Very high ROI (443%); Low FBA competition (0 sellers); High-demand category (cleaning); Low source cost (GBP0.62) vs Amazon price (GBP12.43),Possible match but profit is attractive enough to warrant validation. Re-check recommended.,low,Yes,HIGH,0.26,Low similarity (0.26) but category match - re-check candidate,https://www.efghousewares.co.uk/pps-plastic-2-tablecloths-light-blue,https://www.amazon.co.uk/dp/B0D3DYVLJ7
151 DECORATOR FLEXIBLE FILLER CARTRIDGE WHITE 280ML,6 x Decorators Flexible Filler For Cracks & Gaps Pre Decorating Filler - White 480g,EAN,T1,Confirmed,5013748090603.0,5013748090603.0,B00XCB4TMY,,5.1779166666666665,310.05489021956083,13.07,1.12,1.344,2.41,1.63375,,Available (see Keepa data),5.0,B,Strong profit margin (GBP5.18); Very high ROI (310%); Low FBA competition (0 sellers); Low source cost (GBP1.12) vs Amazon price (GBP13.07),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.63,Exact EAN match (title sim=0.63),https://www.efghousewares.co.uk/151-cartridge-dec-flexible-filler,https://www.amazon.co.uk/dp/B00XCB4TMY
AMTECH 8in CRIMPING TOOL,Ratchet Crimping Tool B3310,Title,T2,Not matched,5032759030309.0,5056546902549.0,B09BQTTR79,,5.149583333333334,219.13120567375887,13.99,1.8,2.16,2.41,1.74875,,Available (see Keepa data),1.0,B,Strong profit margin (GBP5.15); Very high ROI (219%); Low FBA competition (0 sellers); Low source cost (GBP1.80) vs Amazon price (GBP13.99),Likely match with meaningful profit and supporting signals. Zero sales may reflect stale data or low visibility.,medium-high,Yes,HIGH,0.71,High title similarity (0.71) with category match,https://www.efghousewares.co.uk/amtech-8in-crimping-tool,https://www.amazon.co.uk/dp/B09BQTTR79
MAXIFRESH GLASS AIRTIGHT FOOD STORAGE CONTAINER RECTANGULAR 1.48L,CURVER Rectangular Glass Airtight Food Storage Container - 2.7L Capacity with Clip Lock - Easy Storage & Keeps Food Fresh - Freezer & Oven Safe,Title,T3,Not matched,742288760305.0,5054903936121.0,B0F4L5JPTZ,,5.110000000000001,132.72727272727275,18.0,3.3,3.96,3.34,2.7,Available (see Keepa data),,1.0,B,Strong profit margin (GBP5.11); Very high ROI (133%); Low FBA competition (0 sellers),Possible match but profit is attractive enough to warrant validation. Re-check recommended.,medium-low,Yes,HIGH,0.46,Moderate similarity (0.46) + category match,https://www.efghousewares.co.uk/pyronex-vented-storage-jar-rect-1480ml,https://www.amazon.co.uk/dp/B0F4L5JPTZ
STATUS 2W B/C ROUND DAY LIGHT FILAMENT LED LIGHT BULB SINGLE,Status 2w = 25w = 270 lumens - Filament LED - Round - ES - Clear - Day Light - 1 pk Box - in White CDU,Title,T3,Not matched,5022822223806.0,5022822223813.0,B0FRF5XPD8,,5.101666666666666,316.8737060041408,12.41,1.06,1.272,2.65,0.98,,,1.0,B,Strong profit margin (GBP5.10); Very high ROI (317%); Low FBA competition (0 sellers); Low source cost (GBP1.06) vs Amazon price (GBP12.41),Possible match but profit is attractive enough to warrant validation. Re-check recommended.,medium,Yes,HIGH,0.53,Moderate similarity (0.53) + brand match (STATUS) + category match,https://www.efghousewares.co.uk/status-2w-b/c-round-day-light-filament-led-light-bulb-single-106552,https://www.amazon.co.uk/dp/B0FRF5XPD8
THL SALAD BOWL PLASTIC REUSABLE 8PCS,"8Pcs Unbreakable Cereal Bowls Set, 655ml Lightweight Bowl, Reusable Plastic Bowls for Party, Picnics, Camping, Breakfast, Salad, Pasta, Soup, Noodles, Snack (Black)",Title,T3,Not matched,8681873025073.0,,B0D9D8WPWW,,5.048333333333334,400.6613756613757,13.99,0.71,0.852,3.25,2.1,Available (see Keepa data),,1.0,B,Strong profit margin (GBP5.05); Very high ROI (401%); Low FBA competition (0 sellers); High-demand category (kitchen); Low source cost (GBP0.71) vs Amazon price (GBP13.99),Possible match but profit is attractive enough to warrant validation. Re-check recommended.,low,Yes,HIGH,0.28,Low similarity (0.28) but category match - re-check candidate,https://www.efghousewares.co.uk/thl-salad-bowl-plastic-reusable-8pcs-112126,https://www.amazon.co.uk/dp/B0D9D8WPWW
AMTECH DISC STONE CUTTING 230MM,"Amtech V0250 230mm (9"") Segmented diamond cutting disc",Title,T3,Not matched,5032759006656.0,,B0033959VA,,5.039166666666667,232.2196620583717,13.58,1.62,1.944,2.41,1.6975,,,,B,Strong profit margin (GBP5.04); Very high ROI (232%); Low FBA competition (0 sellers); Low source cost (GBP1.62) vs Amazon price (GBP13.58),Possible match but profit is attractive enough to warrant validation. Re-check recommended.,medium,Yes,HIGH,0.49,Moderate similarity (0.49) + brand match (AMTECH) + category match,https://www.efghousewares.co.uk/amtech-disc-stone-cutting-230mm,https://www.amazon.co.uk/dp/B0033959VA
PASABACHE PATISSERIE ROUND SERVICE PLATE,Pasabahce 32cm Pastry Cake Biscuit Cookie Serving Plate Flat Platter,EAN,T1,Confirmed,8693357171640.0,8693357171640.0,B00NUXBWW4,,4.841666666666664,115.55290373906118,17.99,3.64,4.368,3.26,2.7,,Available (see Keepa data),2.0,B,Decent profit margin (GBP4.84); Very high ROI (116%); Low FBA competition (0 sellers); High-demand category (kitchen),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.52,Exact EAN match (title sim=0.52),https://www.efghousewares.co.uk/pasabache-patisserie-round-service-plate-113573,https://www.amazon.co.uk/dp/B00NUXBWW4
XOXO POM POM HAIR BAND CLIP SET,"52cc 49cc 43cc Brush Cutter Carburetor Kit with Gasket, Hose, Spark Plug and Petrol Filter",EAN,T1,Not matched,5050565566416.0,,B0BQ1VGNNK,,4.835000000000002,347.84172661870514,12.99,0.84,1.008,2.65,1.95,Available (see Keepa data),,1.0,B,Decent profit margin (GBP4.84); Very high ROI (348%); Low FBA competition (0 sellers); High-demand category (personal_care); Low source cost (GBP0.84) vs Amazon price (GBP12.99),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.20,Exact EAN match (title sim=0.20),https://www.efghousewares.co.uk/xoxo-pom-pom-hair-band-clip-set-108302,https://www.amazon.co.uk/dp/B0BQ1VGNNK
