SupplierTitle,AmazonTitle,match_type,EAN,EAN_OnPage,ASIN,bought_in_past_month,NetProfit,ROI,SellingPrice_incVAT,SupplierPrice_exVAT,bucket,inclusion_reason,confidence,verification_status,title_similarity,asin_product_count,supplier_category,SupplierURL,AmazonURL,ProfitMargin,Breakeven,fba_seller_count,fbm_seller_count,total_offer_count,validation_required,priority
MODELLING CLAY SET,"SAGO BROTHERS Air Dry Clay, 24 Colors Modelling Clay with 3 Tools & Project Booklet, Ultra Soft Light, DIY Creative Gifts, Arts and Crafts Kits for Kids Boys Girls Toys",T2,5015934233399,,B07ZR4KX6Q,,6.1466666666666665,429.8368298368298,14.24,0.88,B,Strong absolute profit (>5 GBP); High ROI (430%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.07692307692307693,1,unknown,https://www.efghousewares.co.uk/modelling-clay-set,https://www.amazon.co.uk/dp/B07ZR4KX6Q,51.79775280898876,6.864,,,1.0,YES,MEDIUM
BURGER PRESS METAL 12CM,360° Glass 2-in-1 Hepa Filter & Activated Carbon Filter for Dyson DP04 HP04 HP06 HP07 HP09 PH01 PH02 PH03 TP04 TP06 TP07 TP09 Air Purifiers (360 True H13 HEPA + Activated Carbon),T2,6985478232716,,B0D9BF7MTQ,,10.788333333333334,429.8140770252325,26.59,1.96,B,Strong absolute profit (>5 GBP); High ROI (430%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/burger-press-metal-12cm-118042,https://www.amazon.co.uk/dp/B0D9BF7MTQ,48.687476494922905,13.644,,,3.0,YES,MEDIUM
MASON GLUE STICKS EXTRA LONG 150x11MM 6 PIECES,"100 PCS 11mm x 150mm Hot Glue Sticks, Hot Melt Gun Sticks, Clear Glue Gun Sticks for DIY Craft Art",T1,5060298505347,758226189039.0,B0C2GY5Q5F,,5.9716666666666685,429.6163069544366,14.99,0.84,B,Strong absolute profit (>5 GBP); High ROI (430%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.14285714285714285,1,unknown,https://www.efghousewares.co.uk/mason-glue-sticks-extra-long-150x11mm-6-pieces-123908,https://www.amazon.co.uk/dp/B0C2GY5Q5F,47.805203468979336,7.824,,,1.0,NO,HIGH
FUN TIME STIMULATING LUBE TINGLE 75ML,6pcs Set 70s 80s Disco wig with Mustache Glasses Artificial Wolf Necklace Gold Chain Short Curly Synthetic Hair Afro Mens Wig for 60s Rocker Hippies Costume Cosplay Halloween Party (Reddish Brown),T2,5020535015466,,B0C3HC9RPC,,7.802583333333334,428.24277350896455,16.99,1.272,B,Strong absolute profit (>5 GBP); High ROI (428%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/fun-time-lube-tingle-each,https://www.amazon.co.uk/dp/B0C3HC9RPC,55.1094761624485,7.626899999999999,,,,YES,MEDIUM
Glow In The Dark Dog Ball,"Chuckit! Ball Glow In the Dark Dog Toy, Durable Rubber Dog Balls, Launcher Thrower Compatible Interactive Toys for Dogs for Boredom, Medium, Pack of 2",T1,5015302204426,29695330674.0,B0171NK6TI,,5.223333333333335,428.1420765027323,13.96,0.67,B,Strong absolute profit (>5 GBP); High ROI (428%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.2222222222222222,1,unknown,https://www.efghousewares.co.uk/glow-in-the-dark-dog-ball-108276,https://www.amazon.co.uk/dp/B0171NK6TI,44.89971346704873,7.691999999999998,,,9.0,NO,HIGH
Fruit Flavoured Mini Twisted Marshmallows 250,Wrapped Mallow Mix 880g - Individually Wrapped Mixed Fruit Flavoured Marshmallows Coated in Sugar,T2,5056175932283,,B0G2RVXNBY,,7.233333333333334,428.0078895463512,16.0,1.14,B,Strong absolute profit (>5 GBP); High ROI (428%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.2727272727272727,1,unknown,https://www.efghousewares.co.uk/fruit-flavoured-mini-twisted-marshmallows-250-106956,https://www.amazon.co.uk/dp/B0G2RVXNBY,54.25000000000001,7.319999999999999,,,,YES,MEDIUM
WHAM FLEXI STORE SQUARE TUB GREY15 LTR,Wham 29352 Flexi-Store Square Medium Tub 25 Litres Cool Grey Pack of 3,T2,5038135293023,,B07Z6NPDK4,,16.987916666666667,427.907220822838,32.99,3.42,B,"Strong absolute profit (>5 GBP); High ROI (428%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.2727272727272727,1,unknown,https://www.efghousewares.co.uk/wham-flexi-store-square-tub-grey15-ltr,https://www.amazon.co.uk/dp/B07Z6NPDK4,61.79296756592906,12.6045,,,,YES,MEDIUM
RYSONS FOOD TONGS 2PC,"3D Star Wars Lamp, ZNZ LED Optical Illusion Night Light, 16 Colors Changing Remote Touch Mood Lamp - Perfect Christmas and Birthday Gifts for Kids Men Women and Star Wars Fans",T2,5056239413796,,B07BMP4PMK,,7.226250000000002,427.5887573964498,15.99,1.14,B,Strong absolute profit (>5 GBP); High ROI (428%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/rysons-food-tongs-2pc,https://www.amazon.co.uk/dp/B07BMP4PMK,54.23076923076924,7.318499999999999,,,,YES,MEDIUM
PLUSH JELLY SQUEEZER FURRY BALL,Furry Stress Ball for Sensory Play Rainbow Jelly Bead Texture Squeeze Toy Relieves Stress and Anxiety Plush Calming Tactile Sensory Toy for Children and Adults Handheld Fidget Focus 4 Pack,T2,5033849985585,,B0FVKSXS7X,,9.519583333333332,426.887144992526,19.99,1.68,B,Strong absolute profit (>5 GBP); High ROI (427%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.18181818181818182,1,unknown,https://www.efghousewares.co.uk/plush-jelly-squeezer-furry-ball-114525,https://www.amazon.co.uk/dp/B0FVKSXS7X,57.14607303651825,8.5665,,,,YES,MEDIUM
BETTINA SCOURER EXTRA LARGE 2 SCOURERS,"2 in 1 Metal+PC Case for Apple Watch Series 11/Series 10 46mm with Upgrated Waterproof HD Tempered Glass Screen Protector,Hard PC Overall Protective Cover for Apple Watch 11/10 Case 46mm iWatch",T2,5052578022101,,B0FH6Z3ZBY,,5.675000000000002,426.6917293233083,12.99,0.78,B,Strong absolute profit (>5 GBP); High ROI (427%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.043478260869565216,1,unknown,https://www.efghousewares.co.uk/bettina-scourer-extra-large-2-scourers,https://www.amazon.co.uk/dp/B0FH6Z3ZBY,52.42494226327945,6.179999999999999,,,1.0,YES,MEDIUM
P SHAPE CEREAL BOWL WHITE,"MALACASA Large Salad Bowls, Soup Bowl Set of 4, Porcelain Cereal Bowl, White Serving Bowls, Perfect for Noodles, Desserts and Breakfast, 800ML, Microwave and Dishwasher Safe, Serie Regular",T2,742288760923,,B0CYPVM3K4,,6.096666666666667,426.3403263403263,18.14,0.88,B,Strong absolute profit (>5 GBP); High ROI (426%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.13636363636363635,1,unknown,https://www.efghousewares.co.uk/p-shape-cereal-bowl-white-117852,https://www.amazon.co.uk/dp/B0CYPVM3K4,40.33076074972436,10.824000000000002,,,2.0,YES,MEDIUM
MINI SPOONS 6PK,"fanquare 6 Pack Mini Spoons Coffee Espresso Demitasse Vintage Tea Spoon 4.5"",Gold",T1,6925143629380,742218137771.0,B086ML68JW,,5.153333333333333,425.8953168044077,12.34,0.66,B,Strong absolute profit (>5 GBP); High ROI (426%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.18181818181818182,1,unknown,https://www.efghousewares.co.uk/mini-spoons-6pk-112534,https://www.amazon.co.uk/dp/B086ML68JW,50.11345218800648,6.156,,,1.0,NO,HIGH
MASON FUNNEL SET 3 PIECES,"Delove Canning Funnel Set for Wide & Regular Mason Jars - Stainless Steel, 3 Pack (Small & Large)",T1,5060298504791,759337347028.0,B087QBM11J,,5.906666666666667,424.94004796163074,16.7,0.84,B,Strong absolute profit (>5 GBP); High ROI (425%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.25,1,unknown,https://www.efghousewares.co.uk/mason-funnel-set-3-pieces-123895,https://www.amazon.co.uk/dp/B087QBM11J,42.44311377245509,9.612,,,2.0,NO,HIGH
FESTIVE MAGIC SUCTION CUP LIGHT CLIPS 50PC,"SEYMAC stock Case for iPad 9th/8th/7th Generation 10.2'' with Screen Protector, 360° Rotating Stand, Pencil Holder & Shoulder Strap, Heavy Duty Shockproof Case for iPad 10.2 Inch 2021/2020/2019, Black",T2,4894158143407,,B09NVV79GT,,12.92958333333333,421.159066232356,25.99,2.52,B,Strong absolute profit (>5 GBP); High ROI (421%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.0,3,unknown,https://www.efghousewares.co.uk/festive-magic-suction-cup-light-clips-50pc-93176,https://www.amazon.co.uk/dp/B09NVV79GT,59.69796075413619,10.4745,,,,YES,MEDIUM
KILNER HEXAGONAL TWIST TOP JAR GLASS 48ML,"Kilner 12 Pack, 48ml Hexagonal Twist Top Jar - Jar, Storage, Sauce, Condiment, Jam, Pickle",T1,5010853191416,5010853898001.0,B00BX9PBI8,,5.511666666666668,420.73791348600514,14.57,0.76,B,Strong absolute profit (>5 GBP); High ROI (421%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.42857142857142855,1,unknown,https://www.efghousewares.co.uk/kilner-hexagonal-twist-top-jar-glass-48ml,https://www.amazon.co.uk/dp/B00BX9PBI8,45.394646533973926,7.955999999999999,,,2.0,NO,HIGH
CANDY UNICORN MAKE YOUR OWN SLIME KITS,"Ice Cream DIY Slime Kit for Girls - Butter, Foam, Cloud Slime with Add-ins, Foam Balls, Charms - Party Favors Gift Toys for Kids 6-12",T2,5015934806913,,B0CL9G3BSH,,7.774583333333333,420.2477477477477,16.99,1.3,B,Strong absolute profit (>5 GBP); High ROI (420%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.05263157894736842,1,unknown,https://www.efghousewares.co.uk/candy-unicorn-make-your-own-slime-kits-122188,https://www.amazon.co.uk/dp/B0CL9G3BSH,54.91171277221896,7.6605,,,,YES,MEDIUM
PIRATE SKULL DIG,"Jumbo Pirate Excavation Kit for Kids – Dig up 12 Treasures, Gemstones, Gold Coins – Great Birthday Party Supplies, Gifts Idea for Boys & Girls",T2,5015934748718,,B08TLYW6KD,,13.26833333333333,417.24318658280913,28.99,2.63,B,Strong absolute profit (>5 GBP); High ROI (417%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.09523809523809523,1,unknown,https://www.efghousewares.co.uk/pirate-skull-dig,https://www.amazon.co.uk/dp/B08TLYW6KD,54.92238703001034,13.068,,,1.0,YES,MEDIUM
P SHAPE SALAD BOWL WHITE 23CM,"Big Heart Shaped Bowls 2pcs Porcelain White Heart-Shaped Dish for Desserts/Salad/Fruit/Pasta or Romantic Dinner, 23cm",T2,742288767038,,B0B3MQBBRK,,12.083333333333334,416.6666666666666,26.98,2.35,B,Strong absolute profit (>5 GBP); High ROI (417%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.14285714285714285,1,unknown,https://www.efghousewares.co.uk/p-shape-salad-bowl-white-23cm-114890,https://www.amazon.co.uk/dp/B0B3MQBBRK,53.74351371386212,12.480000000000002,,,1.0,YES,MEDIUM
PAN AROMA REED DIFFUSER LEMONGRASS,Valentte Reed Diffuser - Lemongrass & Rosemary Scent | Essential Oil Aroma for Home | 100 ml,T1,5053249251585,5060896790756.0,B0C6FQKD94,,6.788333333333335,416.4621676891616,16.99,1.08,B,Strong absolute profit (>5 GBP); High ROI (416%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.3076923076923077,1,unknown,https://www.efghousewares.co.uk/pan-aroma-reed-diffuser-lemongrass,https://www.amazon.co.uk/dp/B0C6FQKD94,47.9458505002943,8.844,,,1.0,NO,HIGH
THL TOILET BRUSH & HOLDER ASSORTED,"Toilet Brush, 2 Pack Bathroom Silicone Toilet Brushes and Holder Sets with No-Slip Long Plastic Handle and Soft Flexible Bristles, Toilet Brushes with holders and Base for Anti-drip (White)",T1,8697409840287,720194058303.0,B091KPM2KX,,4.945000000000002,415.5462184873952,12.99,0.64,B,Moderate profit (>2 GBP); High ROI (416%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.10526315789473684,4,unknown,https://www.efghousewares.co.uk/thl-toilet-brush-holder,https://www.amazon.co.uk/dp/B091KPM2KX,45.68129330254043,7.056,,,2.0,NO,MEDIUM
SECURIT SHELF BRACKET GREY 6X5 INCH,TERF® London Shelf Bracket Grey 150mm X 125mm (6 X 5 inch) Wall Mounted Shelving Support Corner Brackets Book Shelf Bracket Floating Shelve Bracket and Multi Purpose Use - Pack of 10,T1,5019923770131,5059655005958.0,B09KVDXQJG,,3.531666666666667,415.4901960784314,10.49,0.3,B,Moderate profit (>2 GBP); High ROI (415%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.13043478260869565,1,unknown,https://www.efghousewares.co.uk/securit-shelf-bracket-grey-6x5-inch,https://www.amazon.co.uk/dp/B09KVDXQJG,40.40038131553862,6.252,,,1.0,NO,MEDIUM
FLOWEPOT HANGING 42X18X16CM ASSORTED,"42cm Wall Hanging Planter - Plastic Plant Flower Pot Indoor Outdoor - Garden Fence Hanging Planters - Venetian Design Drainage Holes - Fence Pot Container - 42 x 18 x 34 cm (2, Black)",T2,8711252251028,,B0DN3TBDSP,,6.272916666666667,415.42494481236207,14.39,0.96,B,Strong absolute profit (>5 GBP); High ROI (415%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.041666666666666664,1,unknown,https://www.efghousewares.co.uk/flowepot-hanging-42x18x16cm-3ass-104810,https://www.amazon.co.uk/dp/B0DN3TBDSP,52.31063238359972,6.8625,,,,YES,MEDIUM
PUZZLE FOOTBALL 45PCE,"Winning Moves World Football Stars 1000 Piece Jigsaw Puzzle Game, Piece together football players including Harry Kane, Pele, Maradona, Lucy Bronze and Carli Lloyd, For players aged 4 plus",T2,5015934701218,,B0BSR4HR5M,,5.471250000000002,414.4886363636365,12.99,0.77,B,Strong absolute profit (>5 GBP); High ROI (414%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.08333333333333333,1,unknown,https://www.efghousewares.co.uk/puzzle-football-45pce-112574,https://www.amazon.co.uk/dp/B0BSR4HR5M,50.54272517321018,6.424499999999999,,,,YES,MEDIUM
DIPPING BOWLS SMALL ASSORTED 3PCE,BEACOOL Polarized Sports Sunglasses for Men Women Youth TAC Glasses UV400 Protection Cycling Running Driving Fishing Golf Motorcycle Baseball,T2,6923456819191,,B07XBKMNW1,,6.858333333333334,413.1526104417671,16.99,1.11,B,Strong absolute profit (>5 GBP); High ROI (413%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.0,2,unknown,https://www.efghousewares.co.uk/dipping-bowls-small-assorted-3pce-115910,https://www.amazon.co.uk/dp/B07XBKMNW1,48.44025897586817,8.76,,,1.0,YES,MEDIUM
BETTINA MICROFIBRE ULTRA BUFF CAR CLOTHS 3PC,"COOLNIGHT COONIGHT Sensory Toys for Babies, 93 Lighting Mode+Dimmable+Timer+Remote Sensory Lights Star Projector, 360° Rotate Kids Night Light Projector,Baby Boy Gifts Baby Girl Gifts Newborn Toy",T1,5052578047807,6930007745021.0,B0DCG5QBR9,,10.078333333333331,413.0464480874316,22.99,1.89,B,Strong absolute profit (>5 GBP); High ROI (413%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.0,9,unknown,https://www.efghousewares.co.uk/bettina-microfibre-ultra-buff-car-cloths-3pc-111739,https://www.amazon.co.uk/dp/B0DCG5QBR9,52.60548064375815,10.896,,,1.0,NO,HIGH
TML LAUNDRY BASKET ROUND TAUPE,"Soft Neutral Woven Hamper in 3 Color Shades Beige, Taupe & Brown | Cotton Rope Extra Large Blanket Basket | Laundry Hamper for Store Blanket, Clothes and Stuff Toys",T2,5022092011646,,B0CJ2MZ1MK,,8.12208333333333,412.28849407783406,17.65,1.42,B,Strong absolute profit (>5 GBP); High ROI (412%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.13043478260869565,1,unknown,https://www.efghousewares.co.uk/tml-laundry-basket-round-taupe,https://www.amazon.co.uk/dp/B0CJ2MZ1MK,55.22096317280452,7.903499999999999,,,,YES,MEDIUM
APOLLO SET  MEASURE SPOONS,"HAUSPROFI Measuring Cups and Spoons Set, 13 Pieces Premium Stainless Steel Measuring Spoons with Ruler Scoop/Clip for Baking, Liquid and Solid",T1,5026180078382,8414802844953.0,B0816MB9Q3,,4.571666666666668,411.86186186186194,12.89,0.56,B,Moderate profit (>2 GBP); High ROI (412%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.06666666666666667,1,unknown,https://www.efghousewares.co.uk/apollo-set-measure-spoons,https://www.amazon.co.uk/dp/B0816MB9Q3,42.56012412723042,7.404,,,1.0,NO,MEDIUM
ESSCENTS HOME POTPOURRI 200GM ASSORTED,200g Esscents Fragrant Potpourri - 6 Assorted Scents Fragrances Home Fragrance Bags Bowl and Vase Decoration,T1,5024418040361,5024418040361.0,B08MPYKF33,,8.338999999999999,411.599210266535,22.29,1.476,B,Strong absolute profit (>5 GBP); High ROI (412%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.2857142857142857,1,unknown,https://www.efghousewares.co.uk/esscents-home-potpourri-200gm-asstd,https://www.amazon.co.uk/dp/B08MPYKF33,44.89367429340511,12.2832,,,2.0,NO,HIGH
PRICES ALADINO CHERRY JAR,Price's Candles Aladino Frosted Cherry Large Jar (Aladino Range),T2,8005730032262,,B08HN33WL9,,6.3137500000000015,409.9837662337663,14.49,0.99,B,Strong absolute profit (>5 GBP); High ROI (410%); Price in FBA sweet spot; Likely valid T2 match,HIGH,LIKELY_VALID,0.3333333333333333,1,unknown,https://www.efghousewares.co.uk/prices-aladino-cherry-jar-106383,https://www.amazon.co.uk/dp/B08HN33WL9,52.28778467908904,6.913499999999999,,,,NO,MEDIUM
HOBBY DIAMOND SOAP DISPENSER,EagleWiz Crushed Jewel mirror Diamond Silver mirrored glass soap dispenser Crystal Hand Cream Pump,T1,8694064018716,7427063362396.0,B097KWNKN2,,5.445000000000001,409.3984962406016,14.49,0.78,B,Strong absolute profit (>5 GBP); High ROI (409%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.21428571428571427,1,unknown,https://www.efghousewares.co.uk/hobby-diamond-soap-dispenser,https://www.amazon.co.uk/dp/B097KWNKN2,45.093167701863365,7.955999999999999,,,6.0,NO,HIGH
ESSENTIAL PLASTIC WINE 8 GLASSES,"Party Essentials Hard Plastic One Piece 8-Ounce Wine Glasses, Clear, 8 Count",T2,5033298002338,,B004A8PX8C,,6.918333333333331,409.3688362919131,19.99,1.14,B,Strong absolute profit (>5 GBP); High ROI (409%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.25,1,unknown,https://www.efghousewares.co.uk/essential-plastic-wine-8-glasses,https://www.amazon.co.uk/dp/B004A8PX8C,41.530765382691335,11.688,,,1.0,YES,MEDIUM
BLACK HYPNOSIS EDT 100ML POUR FEMME EACH,Modaleo - Women Perfume Eau de Spray for Her Women’s Fragrance EDP EDT 100ml / Gift Wrap Pack (2 x Black Hypnosis Perfume Women),T1,5055170280535,304062377798.0,B0B6GNTL8P,,7.7376666666666685,408.5357268567407,17.0,1.344,B,Strong absolute profit (>5 GBP); High ROI (409%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.21052631578947367,1,unknown,https://www.efghousewares.co.uk/black-hypnosis-edt-100ml-pour-femme-each-110151,https://www.amazon.co.uk/dp/B0B6GNTL8P,54.61882352941178,7.7148,,,1.0,NO,HIGH
SOCKS LADIES COSY WITH GRIP,"Fluffy Slipper Socks Womens 5/6 Pairs, Non Slip Bed Warm Socks with Grips, Thick Winter Socks for Women and Girls, Cosy Soft Fuzzy Socks for Causal Home Sleeping",T2,5020133119801,,B0BJSZ3542,,6.360333333333334,408.23705605477113,13.99,1.008,B,Strong absolute profit (>5 GBP); High ROI (408%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.09523809523809523,2,unknown,https://www.efghousewares.co.uk/socks-ladies-cosy-with-grip,https://www.amazon.co.uk/dp/B0BJSZ3542,54.55611150822016,6.3576,,,1.0,YES,MEDIUM
BRIGHT STAR MONSTER COLOURED SPARKLERS 4 PACK,Monster Extreme Coloured Neon Sparkler 45cm (5 Packets),T2,5025688020749,,B08J7ZL5JF,,6.569583333333333,408.0486542443064,14.95,1.06,B,Strong absolute profit (>5 GBP); High ROI (408%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.25,1,unknown,https://www.efghousewares.co.uk/bright-star-monster-coloured-sparklers-4-pack-122494,https://www.amazon.co.uk/dp/B08J7ZL5JF,52.7324414715719,7.0665,,,,YES,MEDIUM
EGG CUPS HERB GARDEN,"154 PCS Kids Tool Set Toys, with Electric Drill and Tool Box, Toddler Screw Toy, Pretend Play Toys, Kids Educational Construction Toys for Boys Girls Ages 2 3 4 5 6 Years Old",T2,5010792950631,,B0FGXPH7VR,,10.935,408.0223880597015,24.99,2.13,B,Strong absolute profit (>5 GBP); High ROI (408%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/egg-cups-herb-garden-d0000-111269,https://www.amazon.co.uk/dp/B0FGXPH7VR,52.509003601440575,11.868,,,1.0,YES,MEDIUM
ROYALFORD SANTOKU KNIFE STAINLESS STEEL 7 INCH,"Zyliss Comfort Pro Santoku Knife, 18 cm/7 Inch, Forged German Stainless Steel, Antibacterial Black Handle with Finger Rest, Professional Kitchen Knife/Vegetable Knife/Sushi Knife, Dishwasher Safe",T2,6294015574999,,B08V1B7NSW,,13.993333333333336,407.968901846453,28.0,2.88,B,Strong absolute profit (>5 GBP); High ROI (408%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.08695652173913043,1,unknown,https://www.efghousewares.co.uk/royalford-santoku-knife-stainless-steel-7-inch-119815,https://www.amazon.co.uk/dp/B08V1B7NSW,59.971428571428575,11.208000000000002,,,,YES,MEDIUM
PAN AROMA CHUNKY CANDLE 140G ETON MESS,OCTŌ Restore Bergamot + Rosemary + Spearmint + Lemon | Scented Candle. Made with Essential Oils and Soy Wax. 250ml,T1,5053249252834,5061011920027.0,B0BYY8BPFB,,10.174333333333331,407.9524191392674,22.99,1.944,B,Strong absolute profit (>5 GBP); High ROI (408%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.0,1,unknown,https://www.efghousewares.co.uk/pan-aroma-chunky-candle-140g-eton-mess-104036,https://www.amazon.co.uk/dp/B0BYY8BPFB,53.106568073075245,10.7808,,,1.0,NO,HIGH
DEKTON PHILIPS PRO SCREWDRIVER NO1X150MM,"US Pro 12pc Go-Through Screwdrivers Set, Screw Driver Slotted, Philips B1610",T1,5055441446134,5060478387206.0,B07FMVBBG2,,6.108333333333333,407.2222222222222,17.77,0.95,B,Strong absolute profit (>5 GBP); High ROI (407%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.18181818181818182,5,unknown,https://www.efghousewares.co.uk/dekton-philips-pro-screwdriver-no1x150mm,https://www.amazon.co.uk/dp/B07FMVBBG2,41.24929656724817,10.44,,,9.0,NO,HIGH
RYSONS READING GLASSES- FRECKLES,"Madison Avenue Square Vintage TR90 Blue Light Blocking Reading Glasses for Women, Anti Glare/Eyestrain Computer Readers",T2,5056239402035,,B0B9XTGDMR,,6.342000000000002,407.06033376123247,16.14,1.008,B,Strong absolute profit (>5 GBP); High ROI (407%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.06666666666666667,1,unknown,https://www.efghousewares.co.uk/rysons-reading-glasses-freckles-105438,https://www.amazon.co.uk/dp/B0B9XTGDMR,47.15241635687734,8.529599999999999,,,1.0,YES,MEDIUM
GLASS JAR WITH LID 5L,Metal Access Panel - Picture Frame - Non Fire Rated - (150x150mm),T1,8680518411264,5060466850064.0,B076VM5BCB,,17.95,407.0294784580499,36.0,3.86,B,"Strong absolute profit (>5 GBP); High ROI (407%); Higher price point, possible demand; EAN-confirmed match",HIGH,VERIFIED,0.0,3,unknown,https://www.efghousewares.co.uk/glass-jar-with-green-lid-5l-117078,https://www.amazon.co.uk/dp/B076VM5BCB,59.83333333333333,14.46,,,1.0,NO,HIGH
WOVEN SHOPPING BAG 35X41X18CM DOG&CAT DESIGN,Box Shaped Eco Friendly Jute Shopping Bag with Gusset (Dogs),T1,5015302457723,7426952191369.0,B07N7L8KT1,,5.901666666666666,407.0114942528736,14.99,0.9,B,Strong absolute profit (>5 GBP); High ROI (407%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.2222222222222222,1,unknown,https://www.efghousewares.co.uk/woven-shopping-bag-35x41x18cm-fruit-design-109866,https://www.amazon.co.uk/dp/B07N7L8KT1,47.244829886591056,7.907999999999999,,,1.0,NO,HIGH
DINNER STYLE PLACE MAT 43X28,"Purejoy Placemats and Coaster Sets 6, Christmas Table Mats PU Leather Heat-Resistant Washable and Non-Slip 43 * 30 cm Dinner Table Mats Set of 6 for Kitchen Table Mat Indoor Outdoor (Grey)",T2,5024418198659,,B09QMCPGVL,,6.340333333333335,406.9533590072744,16.99,1.008,B,Strong absolute profit (>5 GBP); High ROI (407%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.08333333333333333,3,unknown,https://www.efghousewares.co.uk/dinner-style-place-mat-43x28-107373,https://www.amazon.co.uk/dp/B09QMCPGVL,44.781636256621546,9.3816,,,1.0,YES,MEDIUM
AUTUMN DIFFUSERS 30ML SET OF 3,"VEVOR Stainless Steel Catering Work Table 12x24 Inch Commercial Workbench with 4 Wheels, Flexible Adjustment Shelf for Kitchen Prep, Silver",T1,5024418652731,840349974088.0,B087M1GN6J,,24.781666666666663,406.92391899288447,53.99,5.54,B,"Strong absolute profit (>5 GBP); High ROI (407%); Higher price point, possible demand; EAN-confirmed match",HIGH,VERIFIED,0.0,1,unknown,https://www.efghousewares.co.uk/autumn-diffusers-30ml-set-of-3-122308,https://www.amazon.co.uk/dp/B087M1GN6J,55.08057047601408,24.252,,,2.0,NO,HIGH
APOLLO STAINLESS STEEL SHAKER 7.5X5.5CM 20/10,Freak Athletics Protein Shaker Bottle 700ml - Shaker for Protein Shakes - BPA Free Metal Protein Shaker Bottle (Stainless Steel),T2,5026180090438,,B0DV4NNRZW,,6.019583333333334,406.7286036036036,13.99,0.93,B,Strong absolute profit (>5 GBP); High ROI (407%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.08333333333333333,1,unknown,https://www.efghousewares.co.uk/apollo-s-s-shaker-7-5x5-5cm-20-10,https://www.amazon.co.uk/dp/B0DV4NNRZW,51.63330950679057,6.7665,,,,YES,MEDIUM
