SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,amazon_sales_badge,sales_value,tier,confidence_score,flags,reasons,ean_exact_match,SupplierURL,AmazonURL,fba_seller_count,Category,Bucket,Unit_Qty_Flag,Unit_Qty_Note,FinReport_NetProfit,Profit_Discrepancy
STATUS P/ELECTRIC 1PK SMOKE ALARM 09.12,"STATUS 9V Photoelectric Smoke Alarm, Battery Operated Fire Detector for Home Bedroom Kitchen Hallway, Includes 9V Battery, Easy Test Button, Low Battery Warning, (9VDCPESA5)",5022822170612,5022822170612,B00EO2UW3A,5.304,6.97,0.628333333,-50.13413816,500,500,500,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.30, shared=3),Brand match: status",TRUE,https://www.efghousewares.co.uk/status-p-electric-1pk-smoke-alarm-09-12,https://www.amazon.co.uk/dp/B00EO2UW3A,Available (see Keepa data),Status P Electric 1Pk Smoke Alarm 09 12,C,MATCH,,,NO
BLACKMOOR STONE FRYING PAN 20CM,"Blackmoor Non Stick Frying Pan 20cm, Induction, Electric & Gas Hob, Egg Frying Pan, 67060",5025301670603,5025301670603,B012TLNBZ8,7.728,11.49,0.628333333,-37.55364807,500,500,500,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.49, shared=4),Brand match: blackmoor",TRUE,https://www.efghousewares.co.uk/blackmoor-stone-frying-pan-20cm-10-1-23,https://www.amazon.co.uk/dp/B012TLNBZ8,Available (see Keepa data),Blackmoor Stone Frying Pan 20Cm 10 1 23,C,MATCH,,,NO
ADDIS NEW COMPOST CADDY GREEN,"Addis 518250 Everyday Kitchen Food Waste Compost Caddy Bin, 4.5 Litre, Dark Green",5010303170565,5010303170565,B07S6Y9C6Z,3.348,5.49,0.628333333,-80.38922156,500,500,500,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.52, shared=4),Brand match: addis",TRUE,https://www.efghousewares.co.uk/addis-new-compost-caddy-green,https://www.amazon.co.uk/dp/B07S6Y9C6Z,,Addis New Compost Caddy Green,C,MATCH,,,NO
PRODEC ALUMINIUM OXIDE 80 GRIT 5M,"ProDec 5m Roll 80 Grit Medium Grade Yellow Aluminium Oxide Abrasive Sanding Paper for Sanding Wood, Paint, Plaster, Filler, Metal and More, 115mm Wide Sandpaper Compatible with Machine Sanders",5019200182923,5019200182923,B09H3FF4ZN,2.94,4.6,0.628333333,-93.55555556,500,500,500,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.27, shared=4),Brand match: prodec",TRUE,https://www.efghousewares.co.uk/prodec-aluminium-oxide-80-grit-5m,https://www.amazon.co.uk/dp/B09H3FF4ZN,,Prodec Aluminium Oxide 80 Grit 5M,C,MATCH,,,NO
RUSTINS BLACK MATT 500ML,"RUSTINS Quick Drying Matt Black Paint 500ml -Easy DIY Application for a Professional Finish in Minutes, Ideal for Interior & Exterior Surfaces",5015332070039,5015332070039,B007SLB5ZS,7.104,9.35,0.628333333,-45.41473467,500,500,500,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.27, shared=4),Brand match: rustins",TRUE,https://www.efghousewares.co.uk/rustins-black-matt-500ml,https://www.amazon.co.uk/dp/B007SLB5ZS,,Rustins Black Matt 500Ml,C,MATCH,,,NO
RUSTINS MASONRY PAINT WHITE 500ML,"RUSTINS Masonry Paint, White, 500 ml (Pack of 1)",5015332001323,5015332001323,B015WDKTMS,6.516,8.63,0.628333333,-49.303233,500,500,500,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.86, shared=4),Brand match: rustins",TRUE,https://www.efghousewares.co.uk/rustins-masonry-paint-white-500ml,https://www.amazon.co.uk/dp/B015WDKTMS,,Rustins Masonry Paint White 500Ml,C,MATCH,,,NO
SONIC PRIME STICKER BOOK,"Alligator Sonic Prime Sticker Book with Lots of Reusable Stickers Inside Bouns Stand-Up Character On The Back Cover|Fun and Play Activity Books|Perfect for Travel, Birthday Gifts for Kids|Age 3+",9781788246064,9781788246064,1788246063,1.212,3.45,0.628333333,-42.62820513,400,400,400,TIER_1_VERIFIED,40,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.23, shared=4)",TRUE,https://www.efghousewares.co.uk/sonic-prime-sticker-book-124253,https://www.amazon.co.uk/dp/1788246063,Available (see Keepa data),Sonic Prime Sticker Book 124253,C,MATCH,,,NO
RUSTINS BLACK MATT 250ML,"RUSTINS Quick Drying Matt Black Paint 250ml -Easy DIY Application for a Professional Finish in Minutes, Ideal for Interior & Exterior Surfaces",5015332070022,5015332070022,B001GUA846,3.96,7.75,0.628333333,-28.61471861,400,400,400,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.27, shared=4),Brand match: rustins",TRUE,https://www.efghousewares.co.uk/rustins-black-matt-250ml,https://www.amazon.co.uk/dp/B001GUA846,,Rustins Black Matt 250Ml,C,MATCH,,,NO
GORILLA GLUE GRAB WHITE 80ML TUBE,Gorilla 2044300 Heavy Duty Grab Adhesive White 80ml 1 Pack,5704947008321,5704947008321,B089QMLZ24,5.244,8.79,0.628333333,-23.67886179,400,400,400,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.57, shared=4),Brand match: gorilla",TRUE,https://www.efghousewares.co.uk/gorilla-glue-grab-white-80ml-tube,https://www.amazon.co.uk/dp/B089QMLZ24,Available (see Keepa data),Gorilla Glue Grab White 80Ml Tube,C,MATCH,,,NO
RUSTINS QD OUTDOOR CLEAR VARNISH 250ML,"Rustins 250ml Outdoor Varnish Satin, Clear",5015332711017,,B002ATNT8E,5.364,9.22,0.628333333,-24.63479416,400,400,400,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.66, shared=5),Brand match: rustins",FALSE,https://www.efghousewares.co.uk/rustins-qd-outdoor-clear-varnish-250ml,https://www.amazon.co.uk/dp/B002ATNT8E,,Rustins Qd Outdoor Clear Varnish 250Ml,C,MATCH,,,NO
TALA HONEY DIPPER,"Tala Beechwood Honey Dipper, Beige",5012904300662,5012904300662,B0071QN0AS,0.672,1.79,0.628333333,-121.4714715,400,400,400,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.68, shared=3),Brand match: tala",TRUE,https://www.efghousewares.co.uk/tala-honey-dipper-6-12-22,https://www.amazon.co.uk/dp/B0071QN0AS,Available (see Keepa data),Tala Honey Dipper 6 12 22,C,MATCH,,,NO
RAPIDE ELECTRICAL CONTACT 200ML,"Rapide Electrical Contact Clean, 200 ml",5055319514279,5055319514279,B00XT19DLE,1.476,4.5,0.628333333,-76.40449438,400,400,400,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.90, shared=3),Brand match: rapide",TRUE,https://www.efghousewares.co.uk/rapide-electrical-contact-200ml-119355,https://www.amazon.co.uk/dp/B00XT19DLE,Available (see Keepa data),Rapide Electrical Contact 200Ml 119355,C,MATCH,,,NO
ELLIOTTS CLOTHS LINE STEEL CORE 20CM,Elliott 20 metre Steel Core Clothesline in White - Durable and Weather resistant Laundry Drying Rope for Indoor & Outdoor Use,5013159001847,5013159001847,B00LW1RXX8,1.5,3.99,0.628333333,-78.61111111,400,400,400,TIER_1_VERIFIED,40,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.29, shared=2)",TRUE,https://www.efghousewares.co.uk/elliotts-cloths-line-steel-core-20cm,https://www.amazon.co.uk/dp/B00LW1RXX8,Available (see Keepa data),Elliotts Cloths Line Steel Core 20Cm,C,MATCH,,,NO
RUSTINS BLACKBOARD BLACK 500ML,Rustins Blackboard Black 500ml,5015332050031,5015332050031,B001GU8AIM,7.596,11.9,0.628333333,-22.57751938,400,400,400,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=1.00, shared=4),Brand match: rustins",TRUE,https://www.efghousewares.co.uk/rustins-blackboard-black-500ml,https://www.amazon.co.uk/dp/B001GU8AIM,,Rustins Blackboard Black 500Ml,C,MATCH,,,NO
RUSTINS Q/D RAD ENAMEL - 250ML GLOSS,Rustins Quick Drying Radiator Enamel Gloss 250ml,5015332700110,5015332700110,B001GU6GZG,5.448,8.4,0.628333333,-36.93516699,400,400,400,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.68, shared=4),Brand match: rustins",TRUE,https://www.efghousewares.co.uk/rustins-q-d-rad-enamel-250ml-gloss,https://www.amazon.co.uk/dp/B001GU6GZG,,Rustins Q D Rad Enamel 250Ml Gloss,C,MATCH,,,NO
NUAGE BATH SALTS VAPORISING 450G,"Nuage Vapour Bath Salts with Menthol and Eucalyptus Essential Oils - 450g, Calming - Relaxing - Soothing",5020535022112,5020535022112,B0BLT45BK1,1.272,2.99,0.628333333,-125.3623188,400,400,400,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.41, shared=4),Brand match: nuage",TRUE,https://www.efghousewares.co.uk/nuage-vaporising-bath-salt-450gm-103882,https://www.amazon.co.uk/dp/B0BLT45BK1,Available (see Keepa data),Nuage Vaporising Bath Salt 450Gm 103882,C,MATCH,,,NO
CLAW DRYWALL PICTURE HANGER 30KG 2PK3PH30-2UKN,"3M Claw Plasterboard Picture Hanging Wall Hooks For Hanging Home Décor, 2 Hangers, Holds up to 30 kg - Ideal for Heavyweight Items",4064035002374,4064035002374,B09RQNTMCL,6.708,7.29,0.628333333,-40.96091205,400,400,400,TIER_1_VERIFIED,40,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.33, shared=2)",TRUE,https://www.efghousewares.co.uk/claw-drywall-picture-hanger-30kg-2pk3ph30-2ukn-115838,https://www.amazon.co.uk/dp/B09RQNTMCL,Available (see Keepa data),Claw Drywall Picture Hanger 30Kg 2Pk3Ph30 2Ukn 115838,C,MATCH,,,NO
PRODEC DECORATORS BRUSH 12PC SET,"ProDec Decorator's Dozen 12 Piece Synthetic Paint Brush Set for a Smooth Finish Painting with Emulsion, Gloss, Satin Paints on Walls, Ceilings, Wood, Metal - 2x 1, 5x 1.5, 4x 2, 1x 3 inch",5019200286010,5019200286010,B09VGYQJNC,12.084,15,0.628333333,-25.61205273,400,400,400,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.26, shared=2),Brand match: prodec",TRUE,https://www.efghousewares.co.uk/prodec-decorators-brush-12pc-set,https://www.amazon.co.uk/dp/B09VGYQJNC,,Prodec Decorators Brush 12Pc Set,C,MATCH,,,NO
DURACELL BATTERIES LR44  PACK OF 2 sup,Duracell LR44 1.5 V Electronics Alkaline Battery (1x Pack of 2),5000394504424,5000394504424,B000J656LS,1.212,3.05,0.628333333,-60.14957265,300,300,300,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.53, shared=2),Brand match: duracell",TRUE,https://www.efghousewares.co.uk/duracell-batteries-lr44-pack-of-2,https://www.amazon.co.uk/dp/B000J656LS,Available (see Keepa data),Duracell Batteries Lr44 Pack Of 2,C,MATCH,,,NO
PROPLAST FABRIC PLASTERS 100PK,"Fabric Plasters – Pack of 100 Assorted Sizes - Strong Adhesive Containing Latex for Secure, Flexible, and Comfortable Protection",5056170300353,5056170300353,B07SYM69PG,1.008,2.49,0.628333333,-78.05755396,300,300,300,TIER_1_VERIFIED,40,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.26, shared=2)",TRUE,https://www.efghousewares.co.uk/proplast-fabric-plasters-100pk-106631,https://www.amazon.co.uk/dp/B07SYM69PG,,Proplast Fabric Plasters 100Pk 106631,C,MATCH,,,NO
BRIWAX WAX FILLER STICKS MEDIUM,"Briwax Filler Sticks Medium – Quick Wood Repair for Scratches, Cracks & Nail Holes | Assorted Shades",5015332000975,5015332000975,B010ATLYTQ,6.516,8.98,0.628333333,-19.84392419,300,300,300,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.43, shared=4),Brand match: briwax",TRUE,https://www.efghousewares.co.uk/briwax-wax-filler-sticks-medium,https://www.amazon.co.uk/dp/B010ATLYTQ,,Briwax Wax Filler Sticks Medium,C,MATCH,,,NO
RUSTINS METAL PAINT WHITE 250ML,Rustins MPWH250 250ml Quick Dry Metal Paint - White,5015332533022,,B005AE8R4M,4.02,7.22,0.628333333,-30.66239316,300,300,300,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.62, shared=5),Brand match: rustins",FALSE,https://www.efghousewares.co.uk/rustins-metal-paint-white-250ml,https://www.amazon.co.uk/dp/B005AE8R4M,,Rustins Metal Paint White 250Ml,C,MATCH,,,NO
PRODEC ALUMINUIM  OXIDE 120 GRIT 5MX115MM,"ProDec 5m Roll 120 Grit Fine Grade Green Aluminium Oxide Abrasive Sanding Paper for Sanding Wood, Paint, Plaster, Filler, Metal and More, 115mm Wide Sandpaper Compatible with Machine Sanders",5019200058303,5019200058303,B011876NOU,3.156,6.49,0.628333333,-41.24737945,300,300,300,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.24, shared=4),Brand match: prodec",TRUE,https://www.efghousewares.co.uk/prodec-aluminuim-oxide-120-grit-5mx115mm,https://www.amazon.co.uk/dp/B011876NOU,Available (see Keepa data),Prodec Aluminuim Oxide 120 Grit 5Mx115Mm,C,MATCH,,,NO
RUSTINS MASONRY PAINT WHITE 250ML,RUSTINS Masonry Paint Matt White 250ml,5015332001316,5015332001316,B015WDKSV0,3.732,7.17,0.628333333,-35.92896175,300,200,300,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.93, shared=5),Brand match: rustins",TRUE,https://www.efghousewares.co.uk/rustins-masonry-paint-white-250ml,https://www.amazon.co.uk/dp/B015WDKSV0,,Rustins Masonry Paint White 250Ml,C,MATCH,,,NO
MASTERPLAST FOOT POWDER 170G,"Masterplast Foot Powder, soothes and Refreshes, 170g",5050375071810,,B0031SF7TC,1.14,3.51,0.628333333,-94.91666667,300,300,300,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.72, shared=4),Brand match: masterplast",FALSE,https://www.efghousewares.co.uk/masterplast-foot-powder-170g,https://www.amazon.co.uk/dp/B0031SF7TC,,Masterplast Foot Powder 170G,C,MATCH,,,NO
GORILLA MOUNTING TAPE DOUBLE SIDED SQUARES CRYSTAL CLEAR,Gorilla Mounting Tape Squares Crystal Clear (1 Pack),5704947006082,5704947006082,B07W7N39FM,5.244,6.99,0.628333333,-29.77642276,300,300,300,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.81, shared=6),Brand match: gorilla",TRUE,https://www.efghousewares.co.uk/gorilla-mounting-tape-squares-crystal-clear,https://www.amazon.co.uk/dp/B07W7N39FM,,Gorilla Mounting Tape Squares Crystal Clear,C,MATCH,,,NO
RUSTINS MATT EMULSION MAGNOLIA 250ML,RUSTINS Matt Emulsion Paint Magnolia 250ml,5015332002252,5015332002252,B06XTTCP29,3.564,6.66,0.628333333,-43.75,300,300,300,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.92, shared=5),Brand match: rustins",TRUE,https://www.efghousewares.co.uk/rustins-matt-emulsion-magnolia-250ml,https://www.amazon.co.uk/dp/B06XTTCP29,,Rustins Matt Emulsion Magnolia 250Ml,C,MATCH,,,NO
GORILLA EPOXY PUTTY 56G GREY,"Gorilla All Purpose Epoxy Putty, Grey - High Strength, Waterproof† Repair Putty | For Permanent Plumbing‡ & Automotive‡, Gap Filling & Household Fixes",5704947017040,5704947017040,B0DY1L9R2R,6.312,9.45,0.628333333,-27.28055077,300,300,300,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.29, shared=4),Brand match: gorilla",TRUE,https://www.efghousewares.co.uk/gorilla-epoxy-putty-56g-grey-122133,https://www.amazon.co.uk/dp/B0DY1L9R2R,Available (see Keepa data),Gorilla Epoxy Putty 56G Grey 122133,C,MATCH,,,NO
RUSTINS MDF WHITE 250M,"RUSTINS Quick Drying MDF White Primer 250ml-Quick-Drying, Smooth Finish Primer for Bare MDF Wood and Interior Surfaces; Excellent Adhesion; Seals and Prepares for Painting",5015332003174,5015332003174,B07WSX1WHG,4.164,7.66,0.628333333,-41.70812604,300,300,300,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.23, shared=3),Brand match: rustins",TRUE,https://www.efghousewares.co.uk/rustins-mdf-white-250m,https://www.amazon.co.uk/dp/B07WSX1WHG,,Rustins Mdf White 250M,C,MATCH,,,NO
HARRIS SANDPAPER ASST,Harris Seriously Good Assorted Sandpaper,5056287403534,5056287403534,B0814XX2ZS,1.008,3.29,0.628333333,-127.9376499,300,300,300,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.52, shared=2),Brand match: harris",TRUE,https://www.efghousewares.co.uk/harris-sandpaper-asst,https://www.amazon.co.uk/dp/B0814XX2ZS,,Harris Sandpaper Asst,C,MATCH,,,NO
STERLING TUBULAR MORTICE LATCH 3INCH - NICKLE PLATED,Sterling TML130N 75 mm Tubular Mortice Latch - Chrome Nickel,5016567012146,,B002Q0FDIG,2.016,3.99,0.628333333,-82.73542601,300,300,300,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.71, shared=4),Brand match: sterling",FALSE,https://www.efghousewares.co.uk/sterling-tubular-mortice-3in-nickel,https://www.amazon.co.uk/dp/B002Q0FDIG,,Sterling Tubular Mortice 3In Nickel,C,MATCH,,,NO
OVEN MATE JUST FOR RACKS KIT 500ML EACH,"Oven Mate Just for Racks Kit, Clear, 500 ml",5039295101012,5039295101012,B0111NEUW8,5.844,9.5,0.628333333,-36.59286593,300,300,300,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.85, shared=5),Brand match: oven",TRUE,https://www.efghousewares.co.uk/oven-mate-just-for-racks-kit-500ml-each,https://www.amazon.co.uk/dp/B0111NEUW8,,Oven Mate Just For Racks Kit 500Ml Each,C,MATCH,,,NO
CLAW DRYWALL PICTURE HANGER 11KG 4PK 3PH11-4UKN,"3M Claw Plasterboard Picture Hanging Wall Hooks For Hanging Home Décor, 4 Hangers, Holds up to 11 kg - Ideal for Heavyweight Items",4064035002312,4064035002312,B09RM83LPS,6.792,7.95,0.628333333,-34.05797101,300,300,300,TIER_1_VERIFIED,40,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.34, shared=2)",TRUE,https://www.efghousewares.co.uk/claw-drywall-picture-hanger-11kg-4pk-3ph11-4ukn-115835,https://www.amazon.co.uk/dp/B09RM83LPS,Available (see Keepa data),Claw Drywall Picture Hanger 11Kg 4Pk 3Ph11 4Ukn 115835,C,UNCLEAR,Supplier qty 4PK exceeds Amazon qty 1; manual review advised.,,NO
LYNX GIFT SET BEST EVER CHRISTMAS WIN 2PC EACH,Lynx Gift Set Sunset Fresh Win Big with a body wash and body spray for a chance to win FIFA World Cup 2026™ tickets 2 piece,8720181651915,8720181651915,B0FFN3BVWR,5.364,7.49,0.628333333,-42.39707835,300,300,300,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.32, shared=3),Brand match: lynx",TRUE,https://www.efghousewares.co.uk/lynx-gift-set-best-ever-christmas-win-2pc-each-124971,https://www.amazon.co.uk/dp/B0FFN3BVWR,Available (see Keepa data),Lynx Gift Set Best Ever Christmas Win 2Pc Each 124971,C,MATCH,,,NO
ELBOW GREASE SPONGE ERASER 3 PACK,"Elbow Grease Magic Eraser 3pk, 1.0 Count (HOELB016)",5053249244068,5053249244068,B0BF8TZPPJ,1.476,2.73,0.628333333,-127.8089888,300,300,300,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.62, shared=3),Brand match: elbow",TRUE,https://www.efghousewares.co.uk/elbow-grease-sponge-eraser-3pk,https://www.amazon.co.uk/dp/B0BF8TZPPJ,Available (see Keepa data),Elbow Grease Sponge Eraser 3Pk,C,MATCH,,,NO
HG CHANDELIER CLEANER 500ML (SOLD EACH),HG Chandelier Cleaner 500ml,8711577005870,8711577005870,B000IU3VYY,6.708,9.69,0.628333333,-40.1465798,300,300,300,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.84, shared=3),Brand match: hg",TRUE,https://www.efghousewares.co.uk/hg-chandelier-cleaner-500ml-120942,https://www.amazon.co.uk/dp/B000IU3VYY,,Hg Chandelier Cleaner 500Ml 120942,C,MATCH,,,NO
RUSTINS BLACK SATIN 500ML,"RUSTINS Quick Drying Satin Black Paint 500ml - Effortless Application for a Smooth, Professional Finish – Perfect for DIYers Seeking Fast Results and Durability on Interior & Exterior Surfaces",5015332030026,5015332030026,B0041WIWDK,7.128,9.35,0.628333333,-45.58294813,300,300,300,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.21, shared=4),Brand match: rustins",TRUE,https://www.efghousewares.co.uk/rustins-black-satin-500ml,https://www.amazon.co.uk/dp/B0041WIWDK,,Rustins Black Satin 500Ml,C,MATCH,,,NO
WHAM CASA SILVER SMALL CUTLERY TRAY,Wham Silver 5 Compartment Plastic Cutlery Holder Tray Drawer Organiser Rack,5038135169007,5038135169007,B01H7EL7GW,1.644,6.09,0.628333333,-20.57291667,200,200,200,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.47, shared=4),Brand match: wham",TRUE,https://www.efghousewares.co.uk/wham-casa-silver-small-cutlery-tray,https://www.amazon.co.uk/dp/B01H7EL7GW,,Wham Casa Silver Small Cutlery Tray,C,MATCH,,,NO
JUST STATIONERY LABELS  WHITE 70X25,Just Stationery 19x12mm Sticky Label - White,5013922059327,5013922059327,B009CVGGOC,0.708,2.98,0.628333333,-56.7251462,200,200,200,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.72, shared=3),Brand match: just",TRUE,https://www.efghousewares.co.uk/just-stationery-labels-white-70x25,https://www.amazon.co.uk/dp/B009CVGGOC,Available (see Keepa data),Just Stationery Labels White 70X25,C,MATCH,,,NO
COUNTY CARBON PAPER 10 SHEETS,A4 Hand Carbon (pack quantity 10),5021827108354,5021827108354,B01EAP2O2W,0.708,2.89,0.628333333,-63.30409357,200,200,200,TIER_1_VERIFIED,40,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.47, shared=1)",TRUE,https://www.efghousewares.co.uk/county-carbon-paper-10-sheets,https://www.amazon.co.uk/dp/B01EAP2O2W,,County Carbon Paper 10 Sheets,C,MATCH,,,NO
